Region/Country/Area,,Year,Series,Value
180,Dem. Rep. of the Congo,2019,Domestic general government health expenditure (% of total government expenditure),4.4
180,Dem. Rep. of the Congo,2020,Domestic general government health expenditure (% of total government expenditure),6.3
180,Dem. Rep. of the Congo,2021,Domestic general government health expenditure (% of total government expenditure),4.3
208,Denmark,2005,Current health expenditure (% of GDP),9.1
208,Denmark,2010,Current health expenditure (% of GDP),10.6
208,Denmark,2015,Current health expenditure (% of GDP),10.3
208,Denmark,2019,Current health expenditure (% of GDP),10.2
208,Denmark,2020,Current health expenditure (% of GDP),10.6
208,Denmark,2021,Current health expenditure (% of GDP),10.8
208,Denmark,2005,Domestic general government health expenditure (% of total government expenditure),14.9
208,Denmark,2010,Domestic general government health expenditure (% of total government expenditure),15.8
208,Denmark,2015,Domestic general government health expenditure (% of total government expenditure),16
208,Denmark,2019,Domestic general government health expenditure (% of total government expenditure),17.1
208,Denmark,2020,Domestic general government health expenditure (% of total government expenditure),16.7
208,Denmark,2021,Domestic general government health expenditure (% of total government expenditure),18.2
262,Djibouti,2005,Current health expenditure (% of GDP),3.8
262,Djibouti,2010,Current health expenditure (% of GDP),3.4
262,Djibouti,2015,Current health expenditure (% of GDP),3.3
262,Djibouti,2019,Current health expenditure (% of GDP),2.2
262,Djibouti,2020,Current health expenditure (% of GDP),2.2
262,Djibouti,2021,Current health expenditure (% of GDP),2.9
262,Djibouti,2005,Domestic general government health expenditure (% of total government expenditure),5.3
262,Djibouti,2010,Domestic general government health expenditure (% of total government expenditure),7
262,Djibouti,2015,Domestic general government health expenditure (% of total government expenditure),4.1
262,Djibouti,2019,Domestic general government health expenditure (% of total government expenditure),4.3
262,Djibouti,2020,Domestic general government health expenditure (% of total government expenditure),4.3
262,Djibouti,2021,Domestic general government health expenditure (% of total government expenditure),4.2
212,Dominica,2005,Current health expenditure (% of GDP),5
212,Dominica,2010,Current health expenditure (% of GDP),5.2
212,Dominica,2015,Current health expenditure (% of GDP),5.2
212,Dominica,2019,Current health expenditure (% of GDP),5.2
212,Dominica,2020,Current health expenditure (% of GDP),6
212,Dominica,2021,Current health expenditure (% of GDP),6.5
212,Dominica,2005,Domestic general government health expenditure (% of total government expenditure),8.7
212,Dominica,2010,Domestic general government health expenditure (% of total government expenditure),7.4
212,Dominica,2015,Domestic general government health expenditure (% of total government expenditure),9.7
212,Dominica,2019,Domestic general government health expenditure (% of total government expenditure),7.6
212,Dominica,2020,Domestic general government health expenditure (% of total government expenditure),5.4
212,Dominica,2021,Domestic general government health expenditure (% of total government expenditure),7.2
214,Dominican Republic,2005,Current health expenditure (% of GDP),4.4
214,Dominican Republic,2010,Current health expenditure (% of GDP),4.9
214,Dominican Republic,2015,Current health expenditure (% of GDP),4.7
214,Dominican Republic,2019,Current health expenditure (% of GDP),4.2
214,Dominican Republic,2020,Current health expenditure (% of GDP),4.9
214,Dominican Republic,2021,Current health expenditure (% of GDP),4.9
214,Dominican Republic,2005,Domestic general government health expenditure (% of total government expenditure),9.2
214,Dominican Republic,2010,Domestic general government health expenditure (% of total government expenditure),15.9
214,Dominican Republic,2015,Domestic general government health expenditure (% of total government expenditure),14.2
214,Dominican Republic,2019,Domestic general government health expenditure (% of total government expenditure),15.6
214,Dominican Republic,2020,Domestic general government health expenditure (% of total government expenditure),14.7
214,Dominican Republic,2021,Domestic general government health expenditure (% of total government expenditure),17.7
218,Ecuador,2005,Current health expenditure (% of GDP),5.6
218,Ecuador,2010,Current health expenditure (% of GDP),6.2
218,Ecuador,2015,Current health expenditure (% of GDP),7.6
218,Ecuador,2019,Current health expenditure (% of GDP),7.8
218,Ecuador,2020,Current health expenditure (% of GDP),8.4
218,Ecuador,2021,Current health expenditure (% of GDP),8.3
218,Ecuador,2005,Domestic general government health expenditure (% of total government expenditure),7.9
218,Ecuador,2010,Domestic general government health expenditure (% of total government expenditure),8.4
218,Ecuador,2015,Domestic general government health expenditure (% of total government expenditure),10.9
218,Ecuador,2019,Domestic general government health expenditure (% of total government expenditure),13.1
218,Ecuador,2020,Domestic general government health expenditure (% of total government expenditure),13.9
218,Ecuador,2021,Domestic general government health expenditure (% of total government expenditure),14.8
818,Egypt,2005,Current health expenditure (% of GDP),4.9
818,Egypt,2010,Current health expenditure (% of GDP),4.2
818,Egypt,2015,Current health expenditure (% of GDP),5.1
818,Egypt,2019,Current health expenditure (% of GDP),4.6
818,Egypt,2020,Current health expenditure (% of GDP),4.2
818,Egypt,2021,Current health expenditure (% of GDP),4.6
818,Egypt,2005,Domestic general government health expenditure (% of total government expenditure),5.2
818,Egypt,2010,Domestic general government health expenditure (% of total government expenditure),4.4
818,Egypt,2015,Domestic general government health expenditure (% of total government expenditure),5.1
818,Egypt,2019,Domestic general government health expenditure (% of total government expenditure),4.8
818,Egypt,2020,Domestic general government health expenditure (% of total government expenditure),5.2
818,Egypt,2021,Domestic general government health expenditure (% of total government expenditure),6.8
222,El Salvador,2005,Current health expenditure (% of GDP),9.2
222,El Salvador,2010,Current health expenditure (% of GDP),8.9
222,El Salvador,2015,Current health expenditure (% of GDP),8.8
222,El Salvador,2019,Current health expenditure (% of GDP),8.8
222,El Salvador,2020,Current health expenditure (% of GDP),9.1
222,El Salvador,2021,Current health expenditure (% of GDP),9.7
222,El Salvador,2005,Domestic general government health expenditure (% of total government expenditure),18.9
222,El Salvador,2010,Domestic general government health expenditure (% of total government expenditure),17.1
222,El Salvador,2015,Domestic general government health expenditure (% of total government expenditure),17.7
222,El Salvador,2019,Domestic general government health expenditure (% of total government expenditure),17.3
222,El Salvador,2020,Domestic general government health expenditure (% of total government expenditure),17.8
222,El Salvador,2021,Domestic general government health expenditure (% of total government expenditure),20
226,Equatorial Guinea,2005,Current health expenditure (% of GDP),1.3
226,Equatorial Guinea,2010,Current health expenditure (% of GDP),1.6
226,Equatorial Guinea,2015,Current health expenditure (% of GDP),2.3
226,Equatorial Guinea,2019,Current health expenditure (% of GDP),3.2
226,Equatorial Guinea,2020,Current health expenditure (% of GDP),3.9
226,Equatorial Guinea,2021,Current health expenditure (% of GDP),3.4
226,Equatorial Guinea,2005,Domestic general government health expenditure (% of total government expenditure),1.5
226,Equatorial Guinea,2010,Domestic general government health expenditure (% of total government expenditure),1.5
226,Equatorial Guinea,2015,Domestic general government health expenditure (% of total government expenditure),1.3
226,Equatorial Guinea,2019,Domestic general government health expenditure (% of total government expenditure),3.8
226,Equatorial Guinea,2020,Domestic general government health expenditure (% of total government expenditure),5.3
226,Equatorial Guinea,2021,Domestic general government health expenditure (% of total government expenditure),5.4
232,Eritrea,2005,Current health expenditure (% of GDP),6.9
232,Eritrea,2010,Current health expenditure (% of GDP),4.8
232,Eritrea,2015,Current health expenditure (% of GDP),4.5
232,Eritrea,2019,Current health expenditure (% of GDP),4.6
232,Eritrea,2020,Current health expenditure (% of GDP),4.2
232,Eritrea,2021,Current health expenditure (% of GDP),4.2
232,Eritrea,2005,Domestic general government health expenditure (% of total government expenditure),1.1
232,Eritrea,2010,Domestic general government health expenditure (% of total government expenditure),2.4
232,Eritrea,2015,Domestic general government health expenditure (% of total government expenditure),2.4
232,Eritrea,2019,Domestic general government health expenditure (% of total government expenditure),2.4
232,Eritrea,2020,Domestic general government health expenditure (% of total government expenditure),2.4
232,Eritrea,2021,Domestic general government health expenditure (% of total government expenditure),2.4
233,Estonia,2005,Current health expenditure (% of GDP),5.3
233,Estonia,2010,Current health expenditure (% of GDP),6.6
233,Estonia,2015,Current health expenditure (% of GDP),6.6
233,Estonia,2019,Current health expenditure (% of GDP),6.8
233,Estonia,2020,Current health expenditure (% of GDP),7.6
233,Estonia,2021,Current health expenditure (% of GDP),7.5
233,Estonia,2005,Domestic general government health expenditure (% of total government expenditure),11.6
233,Estonia,2010,Domestic general government health expenditure (% of total government expenditure),12
233,Estonia,2015,Domestic general government health expenditure (% of total government expenditure),12.5
233,Estonia,2019,Domestic general government health expenditure (% of total government expenditure),12.9
233,Estonia,2020,Domestic general government health expenditure (% of total government expenditure),13
233,Estonia,2021,Domestic general government health expenditure (% of total government expenditure),13.8
748,Eswatini,2005,Current health expenditure (% of GDP),7.4
748,Eswatini,2010,Current health expenditure (% of GDP),8.6
748,Eswatini,2015,Current health expenditure (% of GDP),7.1
748,Eswatini,2019,Current health expenditure (% of GDP),7.2
748,Eswatini,2020,Current health expenditure (% of GDP),6.6
748,Eswatini,2021,Current health expenditure (% of GDP),7
748,Eswatini,2005,Domestic general government health expenditure (% of total government expenditure),12.6
748,Eswatini,2010,Domestic general government health expenditure (% of total government expenditure),13.8
748,Eswatini,2015,Domestic general government health expenditure (% of total government expenditure),8.6
748,Eswatini,2019,Domestic general government health expenditure (% of total government expenditure),11.2
748,Eswatini,2020,Domestic general government health expenditure (% of total government expenditure),10.4
748,Eswatini,2021,Domestic general government health expenditure (% of total government expenditure),12.3
231,Ethiopia,2005,Current health expenditure (% of GDP),4.1
231,Ethiopia,2010,Current health expenditure (% of GDP),5.5
231,Ethiopia,2015,Current health expenditure (% of GDP),3.8
231,Ethiopia,2019,Current health expenditure (% of GDP),3.2
231,Ethiopia,2020,Current health expenditure (% of GDP),3.5
231,Ethiopia,2021,Current health expenditure (% of GDP),3.2
231,Ethiopia,2005,Domestic general government health expenditure (% of total government expenditure),7.6
231,Ethiopia,2010,Domestic general government health expenditure (% of total government expenditure),5.1
231,Ethiopia,2015,Domestic general government health expenditure (% of total government expenditure),5.6
231,Ethiopia,2019,Domestic general government health expenditure (% of total government expenditure),4.8
231,Ethiopia,2020,Domestic general government health expenditure (% of total government expenditure),6.8
231,Ethiopia,2021,Domestic general government health expenditure (% of total government expenditure),7.1
242,Fiji,2005,Current health expenditure (% of GDP),3.3
242,Fiji,2010,Current health expenditure (% of GDP),3.4
242,Fiji,2015,Current health expenditure (% of GDP),3.3
242,Fiji,2019,Current health expenditure (% of GDP),4.3
242,Fiji,2020,Current health expenditure (% of GDP),4.8
242,Fiji,2021,Current health expenditure (% of GDP),5.4
242,Fiji,2005,Domestic general government health expenditure (% of total government expenditure),10.4
242,Fiji,2010,Domestic general government health expenditure (% of total government expenditure),8.8
242,Fiji,2015,Domestic general government health expenditure (% of total government expenditure),7
242,Fiji,2019,Domestic general government health expenditure (% of total government expenditure),8.7
242,Fiji,2020,Domestic general government health expenditure (% of total government expenditure),9.1
242,Fiji,2021,Domestic general government health expenditure (% of total government expenditure),9.4
246,Finland,2005,Current health expenditure (% of GDP),8.3
246,Finland,2010,Current health expenditure (% of GDP),9.1
246,Finland,2015,Current health expenditure (% of GDP),9.6
246,Finland,2019,Current health expenditure (% of GDP),9.2
246,Finland,2020,Current health expenditure (% of GDP),9.6
246,Finland,2021,Current health expenditure (% of GDP),10.3
246,Finland,2005,Domestic general government health expenditure (% of total government expenditure),13.2
246,Finland,2010,Domestic general government health expenditure (% of total government expenditure),13.3
246,Finland,2015,Domestic general government health expenditure (% of total government expenditure),13.4
246,Finland,2019,Domestic general government health expenditure (% of total government expenditure),13.8
246,Finland,2020,Domestic general government health expenditure (% of total government expenditure),13.7
246,Finland,2021,Domestic general government health expenditure (% of total government expenditure),15.1
250,France,2005,Current health expenditure (% of GDP),10.2
250,France,2010,Current health expenditure (% of GDP),11.2
250,France,2015,Current health expenditure (% of GDP),11.4
250,France,2019,Current health expenditure (% of GDP),11.1
250,France,2020,Current health expenditure (% of GDP),12.1
250,France,2021,Current health expenditure (% of GDP),12.3
250,France,2005,Domestic general government health expenditure (% of total government expenditure),13.9
250,France,2010,Domestic general government health expenditure (% of total government expenditure),13.9
250,France,2015,Domestic general government health expenditure (% of total government expenditure),14.6
250,France,2019,Domestic general government health expenditure (% of total government expenditure),15.1
250,France,2020,Domestic general government health expenditure (% of total government expenditure),15.1
250,France,2021,Domestic general government health expenditure (% of total government expenditure),15.8
266,Gabon,2005,Current health expenditure (% of GDP),2.9
266,Gabon,2010,Current health expenditure (% of GDP),2.5
266,Gabon,2015,Current health expenditure (% of GDP),2.7
266,Gabon,2019,Current health expenditure (% of GDP),2.8
266,Gabon,2020,Current health expenditure (% of GDP),3.4
266,Gabon,2021,Current health expenditure (% of GDP),2.7
266,Gabon,2005,Domestic general government health expenditure (% of total government expenditure),5.1
266,Gabon,2010,Domestic general government health expenditure (% of total government expenditure),6.8
266,Gabon,2015,Domestic general government health expenditure (% of total government expenditure),7
266,Gabon,2019,Domestic general government health expenditure (% of total government expenditure),9.6
266,Gabon,2020,Domestic general government health expenditure (% of total government expenditure),9.6
266,Gabon,2021,Domestic general government health expenditure (% of total government expenditure),9.6
270,Gambia,2005,Current health expenditure (% of GDP),5.4
270,Gambia,2010,Current health expenditure (% of GDP),4.1
270,Gambia,2015,Current health expenditure (% of GDP),3.2
270,Gambia,2019,Current health expenditure (% of GDP),3.2
270,Gambia,2020,Current health expenditure (% of GDP),3.7
270,Gambia,2021,Current health expenditure (% of GDP),3.2
270,Gambia,2005,Domestic general government health expenditure (% of total government expenditure),6.3
270,Gambia,2010,Domestic general government health expenditure (% of total government expenditure),6.3
270,Gambia,2015,Domestic general government health expenditure (% of total government expenditure),5.1
270,Gambia,2019,Domestic general government health expenditure (% of total government expenditure),5.5
270,Gambia,2020,Domestic general government health expenditure (% of total government expenditure),9.6
270,Gambia,2021,Domestic general government health expenditure (% of total government expenditure),7.5
268,Georgia,2005,Current health expenditure (% of GDP),8.1
268,Georgia,2010,Current health expenditure (% of GDP),9.1
268,Georgia,2015,Current health expenditure (% of GDP),7.4
268,Georgia,2019,Current health expenditure (% of GDP),6.7
268,Georgia,2020,Current health expenditure (% of GDP),8.4
268,Georgia,2021,Current health expenditure (% of GDP),8.4
268,Georgia,2005,Domestic general government health expenditure (% of total government expenditure),5.6
268,Georgia,2010,Domestic general government health expenditure (% of total government expenditure),6.2
268,Georgia,2015,Domestic general government health expenditure (% of total government expenditure),9.6
268,Georgia,2019,Domestic general government health expenditure (% of total government expenditure),9.4
268,Georgia,2020,Domestic general government health expenditure (% of total government expenditure),10.7
268,Georgia,2021,Domestic general government health expenditure (% of total government expenditure),14.2
276,Germany,2005,Current health expenditure (% of GDP),10.3
276,Germany,2010,Current health expenditure (% of GDP),11.1
276,Germany,2015,Current health expenditure (% of GDP),11.2
276,Germany,2019,Current health expenditure (% of GDP),11.7
276,Germany,2020,Current health expenditure (% of GDP),12.7
276,Germany,2021,Current health expenditure (% of GDP),12.9
276,Germany,2005,Domestic general government health expenditure (% of total government expenditure),16.7
276,Germany,2010,Domestic general government health expenditure (% of total government expenditure),17.4
276,Germany,2015,Domestic general government health expenditure (% of total government expenditure),19.5
276,Germany,2019,Domestic general government health expenditure (% of total government expenditure),20.1
276,Germany,2020,Domestic general government health expenditure (% of total government expenditure),19.8
276,Germany,2021,Domestic general government health expenditure (% of total government expenditure),19.9
288,Ghana,2005,Current health expenditure (% of GDP),3.6
288,Ghana,2010,Current health expenditure (% of GDP),4.2
288,Ghana,2015,Current health expenditure (% of GDP),4.5
288,Ghana,2019,Current health expenditure (% of GDP),4.3
288,Ghana,2020,Current health expenditure (% of GDP),4
288,Ghana,2021,Current health expenditure (% of GDP),4.2
288,Ghana,2005,Domestic general government health expenditure (% of total government expenditure),10.6
288,Ghana,2010,Domestic general government health expenditure (% of total government expenditure),11.9
288,Ghana,2015,Domestic general government health expenditure (% of total government expenditure),8.6
288,Ghana,2019,Domestic general government health expenditure (% of total government expenditure),10.3
288,Ghana,2020,Domestic general government health expenditure (% of total government expenditure),6.7
288,Ghana,2021,Domestic general government health expenditure (% of total government expenditure),8.2
300,Greece,2005,Current health expenditure (% of GDP),8.6
300,Greece,2010,Current health expenditure (% of GDP),9.6
300,Greece,2015,Current health expenditure (% of GDP),8.2
300,Greece,2019,Current health expenditure (% of GDP),8.2
300,Greece,2020,Current health expenditure (% of GDP),9.5
300,Greece,2021,Current health expenditure (% of GDP),9.2
300,Greece,2005,Domestic general government health expenditure (% of total government expenditure),11.4
300,Greece,2010,Domestic general government health expenditure (% of total government expenditure),12.5
300,Greece,2015,Domestic general government health expenditure (% of total government expenditure),8.8
300,Greece,2019,Domestic general government health expenditure (% of total government expenditure),8.3
300,Greece,2020,Domestic general government health expenditure (% of total government expenditure),8.5
300,Greece,2021,Domestic general government health expenditure (% of total government expenditure),9.4
308,Grenada,2005,Current health expenditure (% of GDP),5.1
308,Grenada,2010,Current health expenditure (% of GDP),5.4
308,Grenada,2015,Current health expenditure (% of GDP),4.6
308,Grenada,2019,Current health expenditure (% of GDP),4.9
308,Grenada,2020,Current health expenditure (% of GDP),5.6
308,Grenada,2021,Current health expenditure (% of GDP),5.7
308,Grenada,2005,Domestic general government health expenditure (% of total government expenditure),9.1
308,Grenada,2010,Domestic general government health expenditure (% of total government expenditure),7.4
308,Grenada,2015,Domestic general government health expenditure (% of total government expenditure),7.7
308,Grenada,2019,Domestic general government health expenditure (% of total government expenditure),9.4
308,Grenada,2020,Domestic general government health expenditure (% of total government expenditure),8.5
308,Grenada,2021,Domestic general government health expenditure (% of total government expenditure),7
320,Guatemala,2005,Current health expenditure (% of GDP),6.1
320,Guatemala,2010,Current health expenditure (% of GDP),6.1
320,Guatemala,2015,Current health expenditure (% of GDP),6
320,Guatemala,2019,Current health expenditure (% of GDP),6.2
320,Guatemala,2020,Current health expenditure (% of GDP),6.5
320,Guatemala,2021,Current health expenditure (% of GDP),6.9
320,Guatemala,2005,Domestic general government health expenditure (% of total government expenditure),14.2
320,Guatemala,2010,Domestic general government health expenditure (% of total government expenditure),14.2
320,Guatemala,2015,Domestic general government health expenditure (% of total government expenditure),18.1
320,Guatemala,2019,Domestic general government health expenditure (% of total government expenditure),17.7
320,Guatemala,2020,Domestic general government health expenditure (% of total government expenditure),15.9
320,Guatemala,2021,Domestic general government health expenditure (% of total government expenditure),17.4
324,Guinea,2005,Current health expenditure (% of GDP),4
324,Guinea,2010,Current health expenditure (% of GDP),3.4
324,Guinea,2015,Current health expenditure (% of GDP),5.8
324,Guinea,2019,Current health expenditure (% of GDP),4.1
324,Guinea,2020,Current health expenditure (% of GDP),3.9
324,Guinea,2021,Current health expenditure (% of GDP),3.8
324,Guinea,2005,Domestic general government health expenditure (% of total government expenditure),2.4
324,Guinea,2010,Domestic general government health expenditure (% of total government expenditure),1.8
324,Guinea,2015,Domestic general government health expenditure (% of total government expenditure),2
324,Guinea,2019,Domestic general government health expenditure (% of total government expenditure),6.1
324,Guinea,2020,Domestic general government health expenditure (% of total government expenditure),4.5
324,Guinea,2021,Domestic general government health expenditure (% of total government expenditure),4.5
624,Guinea-Bissau,2005,Current health expenditure (% of GDP),4.6
624,Guinea-Bissau,2010,Current health expenditure (% of GDP),5.3
624,Guinea-Bissau,2015,Current health expenditure (% of GDP),8.1
624,Guinea-Bissau,2019,Current health expenditure (% of GDP),7.2
624,Guinea-Bissau,2020,Current health expenditure (% of GDP),9
624,Guinea-Bissau,2021,Current health expenditure (% of GDP),8.2
624,Guinea-Bissau,2005,Domestic general government health expenditure (% of total government expenditure),2.5
624,Guinea-Bissau,2010,Domestic general government health expenditure (% of total government expenditure),2.5
624,Guinea-Bissau,2015,Domestic general government health expenditure (% of total government expenditure),2.5
624,Guinea-Bissau,2019,Domestic general government health expenditure (% of total government expenditure),2.4
624,Guinea-Bissau,2020,Domestic general government health expenditure (% of total government expenditure),4.8
624,Guinea-Bissau,2021,Domestic general government health expenditure (% of total government expenditure),4.6
328,Guyana,2005,Current health expenditure (% of GDP),3.8
328,Guyana,2010,Current health expenditure (% of GDP),4.2
328,Guyana,2015,Current health expenditure (% of GDP),4
328,Guyana,2019,Current health expenditure (% of GDP),4.9
328,Guyana,2020,Current health expenditure (% of GDP),5.5
328,Guyana,2021,Current health expenditure (% of GDP),4.9
328,Guyana,2005,Domestic general government health expenditure (% of total government expenditure),6.3
328,Guyana,2010,Domestic general government health expenditure (% of total government expenditure),7.6
328,Guyana,2015,Domestic general government health expenditure (% of total government expenditure),10.8
328,Guyana,2019,Domestic general government health expenditure (% of total government expenditure),10.3
328,Guyana,2020,Domestic general government health expenditure (% of total government expenditure),13
328,Guyana,2021,Domestic general government health expenditure (% of total government expenditure),12.9
332,Haiti,2005,Current health expenditure (% of GDP),3.3
332,Haiti,2010,Current health expenditure (% of GDP),4.5
332,Haiti,2015,Current health expenditure (% of GDP),5.1
332,Haiti,2019,Current health expenditure (% of GDP),3.9
332,Haiti,2020,Current health expenditure (% of GDP),3.2
332,Haiti,2021,Current health expenditure (% of GDP),3.5
332,Haiti,2005,Domestic general government health expenditure (% of total government expenditure),6.7
332,Haiti,2010,Domestic general government health expenditure (% of total government expenditure),6.4
332,Haiti,2015,Domestic general government health expenditure (% of total government expenditure),4.4
332,Haiti,2019,Domestic general government health expenditure (% of total government expenditure),4
332,Haiti,2020,Domestic general government health expenditure (% of total government expenditure),4.1
332,Haiti,2021,Domestic general government health expenditure (% of total government expenditure),3.9
340,Honduras,2005,Current health expenditure (% of GDP),7.5
340,Honduras,2010,Current health expenditure (% of GDP),8.7
340,Honduras,2015,Current health expenditure (% of GDP),7.5
340,Honduras,2019,Current health expenditure (% of GDP),7.3
340,Honduras,2020,Current health expenditure (% of GDP),9
340,Honduras,2021,Current health expenditure (% of GDP),9.2
340,Honduras,2005,Domestic general government health expenditure (% of total government expenditure),12.4
340,Honduras,2010,Domestic general government health expenditure (% of total government expenditure),14
340,Honduras,2015,Domestic general government health expenditure (% of total government expenditure),11.3
340,Honduras,2019,Domestic general government health expenditure (% of total government expenditure),11.2
340,Honduras,2020,Domestic general government health expenditure (% of total government expenditure),12.3
340,Honduras,2021,Domestic general government health expenditure (% of total government expenditure),12.1
348,Hungary,2005,Current health expenditure (% of GDP),8
348,Hungary,2010,Current health expenditure (% of GDP),7.4
348,Hungary,2015,Current health expenditure (% of GDP),6.9
348,Hungary,2019,Current health expenditure (% of GDP),6.3
348,Hungary,2020,Current health expenditure (% of GDP),7.3
348,Hungary,2021,Current health expenditure (% of GDP),7.4
348,Hungary,2005,Domestic general government health expenditure (% of total government expenditure),11.4
348,Hungary,2010,Domestic general government health expenditure (% of total government expenditure),10.2
348,Hungary,2015,Domestic general government health expenditure (% of total government expenditure),9.2
348,Hungary,2019,Domestic general government health expenditure (% of total government expenditure),9.3
348,Hungary,2020,Domestic general government health expenditure (% of total government expenditure),10.1
348,Hungary,2021,Domestic general government health expenditure (% of total government expenditure),11
352,Iceland,2005,Current health expenditure (% of GDP),8.9
352,Iceland,2010,Current health expenditure (% of GDP),8.4
352,Iceland,2015,Current health expenditure (% of GDP),8.1
352,Iceland,2019,Current health expenditure (% of GDP),8.6
352,Iceland,2020,Current health expenditure (% of GDP),9.6
352,Iceland,2021,Current health expenditure (% of GDP),9.7
352,Iceland,2005,Domestic general government health expenditure (% of total government expenditure),16.1
352,Iceland,2010,Domestic general government health expenditure (% of total government expenditure),13.7
352,Iceland,2015,Domestic general government health expenditure (% of total government expenditure),15
352,Iceland,2019,Domestic general government health expenditure (% of total government expenditure),16.3
352,Iceland,2020,Domestic general government health expenditure (% of total government expenditure),15.7
352,Iceland,2021,Domestic general government health expenditure (% of total government expenditure),16.4
356,India,2005,Current health expenditure (% of GDP),3.8
356,India,2010,Current health expenditure (% of GDP),3.3
356,India,2015,Current health expenditure (% of GDP),3.6
356,India,2019,Current health expenditure (% of GDP),3
356,India,2020,Current health expenditure (% of GDP),3.3
356,India,2021,Current health expenditure (% of GDP),3.3
356,India,2005,Domestic general government health expenditure (% of total government expenditure),2.9
356,India,2010,Domestic general government health expenditure (% of total government expenditure),3.1
356,India,2015,Domestic general government health expenditure (% of total government expenditure),3.4
356,India,2019,Domestic general government health expenditure (% of total government expenditure),3.8
356,India,2020,Domestic general government health expenditure (% of total government expenditure),3.7
356,India,2021,Domestic general government health expenditure (% of total government expenditure),3.7
360,Indonesia,2005,Current health expenditure (% of GDP),2.5
360,Indonesia,2010,Current health expenditure (% of GDP),2.8
360,Indonesia,2015,Current health expenditure (% of GDP),2.9
360,Indonesia,2019,Current health expenditure (% of GDP),2.9
360,Indonesia,2020,Current health expenditure (% of GDP),3.4
360,Indonesia,2021,Current health expenditure (% of GDP),3.7
360,Indonesia,2005,Domestic general government health expenditure (% of total government expenditure),4.2
360,Indonesia,2010,Domestic general government health expenditure (% of total government expenditure),3.9
360,Indonesia,2015,Domestic general government health expenditure (% of total government expenditure),6.6
360,Indonesia,2019,Domestic general government health expenditure (% of total government expenditure),8.6
360,Indonesia,2020,Domestic general government health expenditure (% of total government expenditure),10.2
360,Indonesia,2021,Domestic general government health expenditure (% of total government expenditure),12.1
364,Iran (Islamic Republic of),2005,Current health expenditure (% of GDP),5.3
364,Iran (Islamic Republic of),2010,Current health expenditure (% of GDP),6.3
364,Iran (Islamic Republic of),2015,Current health expenditure (% of GDP),7.5
364,Iran (Islamic Republic of),2019,Current health expenditure (% of GDP),6.3
364,Iran (Islamic Republic of),2020,Current health expenditure (% of GDP),5.4
364,Iran (Islamic Republic of),2021,Current health expenditure (% of GDP),5.8
364,Iran (Islamic Republic of),2005,Domestic general government health expenditure (% of total government expenditure),9
364,Iran (Islamic Republic of),2010,Domestic general government health expenditure (% of total government expenditure),12.5
364,Iran (Islamic Republic of),2015,Domestic general government health expenditure (% of total government expenditure),22.6
364,Iran (Islamic Republic of),2019,Domestic general government health expenditure (% of total government expenditure),19.7
364,Iran (Islamic Republic of),2020,Domestic general government health expenditure (% of total government expenditure),21.4
364,Iran (Islamic Republic of),2021,Domestic general government health expenditure (% of total government expenditure),26.1
368,Iraq,2005,Current health expenditure (% of GDP),3
368,Iraq,2010,Current health expenditure (% of GDP),3.2
368,Iraq,2015,Current health expenditure (% of GDP),3.2
368,Iraq,2019,Current health expenditure (% of GDP),4.3
368,Iraq,2020,Current health expenditure (% of GDP),6.2
368,Iraq,2021,Current health expenditure (% of GDP),5.2
368,Iraq,2005,Domestic general government health expenditure (% of total government expenditure),3.2
368,Iraq,2010,Domestic general government health expenditure (% of total government expenditure),4.8
368,Iraq,2015,Domestic general government health expenditure (% of total government expenditure),1.7
368,Iraq,2019,Domestic general government health expenditure (% of total government expenditure),6
368,Iraq,2020,Domestic general government health expenditure (% of total government expenditure),6.2
368,Iraq,2021,Domestic general government health expenditure (% of total government expenditure),7
372,Ireland,2005,Current health expenditure (% of GDP),7.6
372,Ireland,2010,Current health expenditure (% of GDP),10.5
372,Ireland,2015,Current health expenditure (% of GDP),7.3
372,Ireland,2019,Current health expenditure (% of GDP),6.7
372,Ireland,2020,Current health expenditure (% of GDP),7.1
372,Ireland,2021,Current health expenditure (% of GDP),6.7
372,Ireland,2005,Domestic general government health expenditure (% of total government expenditure),18.3
372,Ireland,2010,Domestic general government health expenditure (% of total government expenditure),12.4
372,Ireland,2015,Domestic general government health expenditure (% of total government expenditure),18.1
372,Ireland,2019,Domestic general government health expenditure (% of total government expenditure),20.5
372,Ireland,2020,Domestic general government health expenditure (% of total government expenditure),20.3
372,Ireland,2021,Domestic general government health expenditure (% of total government expenditure),21
376,Israel,2005,Current health expenditure (% of GDP),6.9
376,Israel,2010,Current health expenditure (% of GDP),6.9
376,Israel,2015,Current health expenditure (% of GDP),7
376,Israel,2019,Current health expenditure (% of GDP),7.2
376,Israel,2020,Current health expenditure (% of GDP),7.7
376,Israel,2021,Current health expenditure (% of GDP),7.9
376,Israel,2005,Domestic general government health expenditure (% of total government expenditure),9.6
376,Israel,2010,Domestic general government health expenditure (% of total government expenditure),10.7
376,Israel,2015,Domestic general government health expenditure (% of total government expenditure),11.7
376,Israel,2019,Domestic general government health expenditure (% of total government expenditure),11.9
376,Israel,2020,Domestic general government health expenditure (% of total government expenditure),11.7
376,Israel,2021,Domestic general government health expenditure (% of total government expenditure),13.2
380,Italy,2005,Current health expenditure (% of GDP),8.3
380,Italy,2010,Current health expenditure (% of GDP),8.9
