Region/Country/Area,Country/Region Name,Year,Series,Value
180,Dem. Rep. of the Congo,2021,Percentage of individuals using the internet,26.2
180,Dem. Rep. of the Congo,2022,Percentage of individuals using the internet,27.2
208,Denmark,2000,Percentage of individuals using the internet,39.2
208,Denmark,2005,Percentage of individuals using the internet,82.7
208,Denmark,2010,Percentage of individuals using the internet,88.7
208,Denmark,2015,Percentage of individuals using the internet,96.3
208,Denmark,2020,Percentage of individuals using the internet,96.5
208,Denmark,2021,Percentage of individuals using the internet,98.9
208,Denmark,2022,Percentage of individuals using the internet,97.9
262,Djibouti,2000,Percentage of individuals using the internet,0.2
262,Djibouti,2005,Percentage of individuals using the internet,1.0
262,Djibouti,2010,Percentage of individuals using the internet,6.5
262,Djibouti,2015,Percentage of individuals using the internet,22.9
262,Djibouti,2020,Percentage of individuals using the internet,62.5
262,Djibouti,2021,Percentage of individuals using the internet,64.0
262,Djibouti,2022,Percentage of individuals using the internet,65.0
212,Dominica,2000,Percentage of individuals using the internet,8.8
212,Dominica,2005,Percentage of individuals using the internet,38.5
212,Dominica,2010,Percentage of individuals using the internet,47.5
212,Dominica,2015,Percentage of individuals using the internet,65.0
212,Dominica,2020,Percentage of individuals using the internet,75.7
212,Dominica,2021,Percentage of individuals using the internet,82.4
212,Dominica,2022,Percentage of individuals using the internet,83.4
214,Dominican Republic,2000,Percentage of individuals using the internet,3.7
214,Dominican Republic,2005,Percentage of individuals using the internet,11.5
214,Dominican Republic,2010,Percentage of individuals using the internet,31.4
214,Dominican Republic,2015,Percentage of individuals using the internet,54.2
214,Dominican Republic,2020,Percentage of individuals using the internet,81.6
214,Dominican Republic,2021,Percentage of individuals using the internet,85.2
214,Dominican Republic,2022,Percentage of individuals using the internet,89.0
218,Ecuador,2000,Percentage of individuals using the internet,1.5
218,Ecuador,2005,Percentage of individuals using the internet,6.0
218,Ecuador,2010,Percentage of individuals using the internet,29.0
218,Ecuador,2015,Percentage of individuals using the internet,48.9
218,Ecuador,2020,Percentage of individuals using the internet,70.7
218,Ecuador,2021,Percentage of individuals using the internet,70.2
218,Ecuador,2022,Percentage of individuals using the internet,69.7
818,Egypt,2000,Percentage of individuals using the internet,0.6
818,Egypt,2005,Percentage of individuals using the internet,12.8
818,Egypt,2010,Percentage of individuals using the internet,21.6
818,Egypt,2015,Percentage of individuals using the internet,37.8
818,Egypt,2020,Percentage of individuals using the internet,71.9
818,Egypt,2021,Percentage of individuals using the internet,72.1
818,Egypt,2022,Percentage of individuals using the internet,72.2
222,El Salvador,2000,Percentage of individuals using the internet,1.2
222,El Salvador,2005,Percentage of individuals using the internet,4.2
222,El Salvador,2010,Percentage of individuals using the internet,15.9
222,El Salvador,2015,Percentage of individuals using the internet,26.8
222,El Salvador,2020,Percentage of individuals using the internet,54.6
222,El Salvador,2021,Percentage of individuals using the internet,58.6
222,El Salvador,2022,Percentage of individuals using the internet,62.9
226,Equatorial Guinea,2000,Percentage of individuals using the internet,0.1
226,Equatorial Guinea,2005,Percentage of individuals using the internet,1.1
226,Equatorial Guinea,2010,Percentage of individuals using the internet,6.0
226,Equatorial Guinea,2015,Percentage of individuals using the internet,21.3
226,Equatorial Guinea,2020,Percentage of individuals using the internet,55.0
226,Equatorial Guinea,2021,Percentage of individuals using the internet,60.6
226,Equatorial Guinea,2022,Percentage of individuals using the internet,66.8
232,Eritrea,2000,Percentage of individuals using the internet,0.1
232,Eritrea,2010,Percentage of individuals using the internet,0.6
232,Eritrea,2015,Percentage of individuals using the internet,1.1
232,Eritrea,2020,Percentage of individuals using the internet,23.8
232,Eritrea,2021,Percentage of individuals using the internet,25.1
232,Eritrea,2022,Percentage of individuals using the internet,26.6
233,Estonia,2000,Percentage of individuals using the internet,28.6
233,Estonia,2005,Percentage of individuals using the internet,61.5
233,Estonia,2010,Percentage of individuals using the internet,74.1
233,Estonia,2015,Percentage of individuals using the internet,88.4
233,Estonia,2020,Percentage of individuals using the internet,89.1
233,Estonia,2021,Percentage of individuals using the internet,91.0
233,Estonia,2022,Percentage of individuals using the internet,91.0
748,Eswatini,2000,Percentage of individuals using the internet,0.9
748,Eswatini,2005,Percentage of individuals using the internet,3.7
748,Eswatini,2010,Percentage of individuals using the internet,11.0
748,Eswatini,2015,Percentage of individuals using the internet,25.6
748,Eswatini,2020,Percentage of individuals using the internet,49.0
748,Eswatini,2021,Percentage of individuals using the internet,56.2
748,Eswatini,2022,Percentage of individuals using the internet,58.3
231,Ethiopia,2000,Percentage of individuals using the internet,0.0
231,Ethiopia,2005,Percentage of individuals using the internet,0.2
231,Ethiopia,2010,Percentage of individuals using the internet,0.8
231,Ethiopia,2015,Percentage of individuals using the internet,13.9
231,Ethiopia,2020,Percentage of individuals using the internet,16.1
231,Ethiopia,2021,Percentage of individuals using the internet,16.7
231,Ethiopia,2022,Percentage of individuals using the internet,19.4
238,Falkland Islands (Malvinas),2000,Percentage of individuals using the internet,58.6
238,Falkland Islands (Malvinas),2005,Percentage of individuals using the internet,84.0
238,Falkland Islands (Malvinas),2010,Percentage of individuals using the internet,95.8
238,Falkland Islands (Malvinas),2015,Percentage of individuals using the internet,98.3
234,Faroe Islands,2000,Percentage of individuals using the internet,32.9
234,Faroe Islands,2005,Percentage of individuals using the internet,67.9
234,Faroe Islands,2010,Percentage of individuals using the internet,75.2
234,Faroe Islands,2015,Percentage of individuals using the internet,94.2
242,Fiji,2000,Percentage of individuals using the internet,1.5
242,Fiji,2005,Percentage of individuals using the internet,8.5
242,Fiji,2010,Percentage of individuals using the internet,20.0
242,Fiji,2015,Percentage of individuals using the internet,42.5
242,Fiji,2020,Percentage of individuals using the internet,83.0
242,Fiji,2021,Percentage of individuals using the internet,81.9
242,Fiji,2022,Percentage of individuals using the internet,85.2
246,Finland,2000,Percentage of individuals using the internet,37.2
246,Finland,2005,Percentage of individuals using the internet,74.5
246,Finland,2010,Percentage of individuals using the internet,86.9
246,Finland,2015,Percentage of individuals using the internet,86.4
246,Finland,2020,Percentage of individuals using the internet,92.2
246,Finland,2021,Percentage of individuals using the internet,92.8
246,Finland,2022,Percentage of individuals using the internet,93.0
250,France,2000,Percentage of individuals using the internet,14.3
250,France,2005,Percentage of individuals using the internet,42.9
250,France,2010,Percentage of individuals using the internet,77.3
250,France,2015,Percentage of individuals using the internet,78.0
250,France,2020,Percentage of individuals using the internet,84.7
250,France,2021,Percentage of individuals using the internet,86.1
250,France,2022,Percentage of individuals using the internet,85.3
254,French Guiana,2000,Percentage of individuals using the internet,9.7
254,French Guiana,2005,Percentage of individuals using the internet,20.8
258,French Polynesia,2000,Percentage of individuals using the internet,6.4
258,French Polynesia,2005,Percentage of individuals using the internet,21.5
258,French Polynesia,2010,Percentage of individuals using the internet,49.0
258,French Polynesia,2015,Percentage of individuals using the internet,64.6
266,Gabon,2000,Percentage of individuals using the internet,1.2
266,Gabon,2005,Percentage of individuals using the internet,4.9
266,Gabon,2010,Percentage of individuals using the internet,13.0
266,Gabon,2015,Percentage of individuals using the internet,45.8
266,Gabon,2020,Percentage of individuals using the internet,72.3
266,Gabon,2021,Percentage of individuals using the internet,73.1
266,Gabon,2022,Percentage of individuals using the internet,73.7
270,Gambia,2000,Percentage of individuals using the internet,0.9
270,Gambia,2005,Percentage of individuals using the internet,3.8
270,Gambia,2010,Percentage of individuals using the internet,9.2
270,Gambia,2015,Percentage of individuals using the internet,17.6
270,Gambia,2020,Percentage of individuals using the internet,44.8
270,Gambia,2021,Percentage of individuals using the internet,49.7
270,Gambia,2022,Percentage of individuals using the internet,54.2
268,Georgia,2000,Percentage of individuals using the internet,0.5
268,Georgia,2005,Percentage of individuals using the internet,6.1
268,Georgia,2010,Percentage of individuals using the internet,26.9
268,Georgia,2015,Percentage of individuals using the internet,47.6
268,Georgia,2020,Percentage of individuals using the internet,72.5
268,Georgia,2021,Percentage of individuals using the internet,76.4
268,Georgia,2022,Percentage of individuals using the internet,78.7
276,Germany,2000,Percentage of individuals using the internet,30.2
276,Germany,2005,Percentage of individuals using the internet,68.7
276,Germany,2010,Percentage of individuals using the internet,82.0
276,Germany,2015,Percentage of individuals using the internet,87.6
276,Germany,2020,Percentage of individuals using the internet,89.8
276,Germany,2021,Percentage of individuals using the internet,91.4
276,Germany,2022,Percentage of individuals using the internet,91.6
288,Ghana,2000,Percentage of individuals using the internet,0.2
288,Ghana,2005,Percentage of individuals using the internet,1.8
288,Ghana,2010,Percentage of individuals using the internet,7.8
288,Ghana,2015,Percentage of individuals using the internet,23.0
288,Ghana,2020,Percentage of individuals using the internet,62.5
288,Ghana,2021,Percentage of individuals using the internet,68.6
288,Ghana,2022,Percentage of individuals using the internet,69.8
292,Gibraltar,2000,Percentage of individuals using the internet,19.1
292,Gibraltar,2005,Percentage of individuals using the internet,39.1
292,Gibraltar,2010,Percentage of individuals using the internet,65.0
300,Greece,2000,Percentage of individuals using the internet,9.1
300,Greece,2005,Percentage of individuals using the internet,24.0
300,Greece,2010,Percentage of individuals using the internet,44.4
300,Greece,2015,Percentage of individuals using the internet,66.8
300,Greece,2020,Percentage of individuals using the internet,78.1
300,Greece,2021,Percentage of individuals using the internet,78.5
300,Greece,2022,Percentage of individuals using the internet,83.2
304,Greenland,2000,Percentage of individuals using the internet,31.7
304,Greenland,2005,Percentage of individuals using the internet,57.7
304,Greenland,2010,Percentage of individuals using the internet,63.0
304,Greenland,2015,Percentage of individuals using the internet,67.6
308,Grenada,2000,Percentage of individuals using the internet,4.1
308,Grenada,2005,Percentage of individuals using the internet,20.5
308,Grenada,2010,Percentage of individuals using the internet,27.0
308,Grenada,2015,Percentage of individuals using the internet,52.5
308,Grenada,2020,Percentage of individuals using the internet,73.3
308,Grenada,2021,Percentage of individuals using the internet,71.1
308,Grenada,2022,Percentage of individuals using the internet,79.9
312,Guadeloupe,2000,Percentage of individuals using the internet,5.8
312,Guadeloupe,2005,Percentage of individuals using the internet,18.7
316,Guam,2000,Percentage of individuals using the internet,16.1
316,Guam,2005,Percentage of individuals using the internet,38.6
316,Guam,2010,Percentage of individuals using the internet,54.0
316,Guam,2015,Percentage of individuals using the internet,73.1
320,Guatemala,2000,Percentage of individuals using the internet,0.7
320,Guatemala,2005,Percentage of individuals using the internet,5.7
320,Guatemala,2010,Percentage of individuals using the internet,10.5
320,Guatemala,2015,Percentage of individuals using the internet,28.8
320,Guatemala,2020,Percentage of individuals using the internet,47.5
320,Guatemala,2021,Percentage of individuals using the internet,50.8
320,Guatemala,2022,Percentage of individuals using the internet,54.4
831,Guernsey,2000,Percentage of individuals using the internet,31.9
831,Guernsey,2005,Percentage of individuals using the internet,73.6
324,Guinea,2000,Percentage of individuals using the internet,0.1
324,Guinea,2005,Percentage of individuals using the internet,0.5
324,Guinea,2010,Percentage of individuals using the internet,1.0
324,Guinea,2015,Percentage of individuals using the internet,9.2
324,Guinea,2020,Percentage of individuals using the internet,29.4
324,Guinea,2021,Percentage of individuals using the internet,31.3
324,Guinea,2022,Percentage of individuals using the internet,33.9
624,Guinea-Bissau,2000,Percentage of individuals using the internet,0.2
624,Guinea-Bissau,2005,Percentage of individuals using the internet,1.9
624,Guinea-Bissau,2010,Percentage of individuals using the internet,2.5
624,Guinea-Bissau,2015,Percentage of individuals using the internet,6.1
624,Guinea-Bissau,2020,Percentage of individuals using the internet,28.2
624,Guinea-Bissau,2021,Percentage of individuals using the internet,28.5
624,Guinea-Bissau,2022,Percentage of individuals using the internet,31.6
328,Guyana,2000,Percentage of individuals using the internet,0.6
328,Guyana,2005,Percentage of individuals using the internet,5.7
328,Guyana,2010,Percentage of individuals using the internet,29.9
328,Guyana,2015,Percentage of individuals using the internet,34.0
328,Guyana,2020,Percentage of individuals using the internet,73.1
328,Guyana,2021,Percentage of individuals using the internet,81.1
328,Guyana,2022,Percentage of individuals using the internet,85.3
332,Haiti,2000,Percentage of individuals using the internet,0.2
332,Haiti,2005,Percentage of individuals using the internet,6.4
332,Haiti,2010,Percentage of individuals using the internet,8.4
332,Haiti,2015,Percentage of individuals using the internet,14.2
336,Holy See,2020,Percentage of individuals using the internet,78.0
336,Holy See,2021,Percentage of individuals using the internet,81.7
336,Holy See,2022,Percentage of individuals using the internet,85.1
340,Honduras,2000,Percentage of individuals using the internet,1.2
340,Honduras,2005,Percentage of individuals using the internet,6.5
340,Honduras,2010,Percentage of individuals using the internet,11.1
340,Honduras,2015,Percentage of individuals using the internet,27.1
340,Honduras,2020,Percentage of individuals using the internet,45.2
340,Honduras,2021,Percentage of individuals using the internet,52.0
340,Honduras,2022,Percentage of individuals using the internet,59.7
348,Hungary,2000,Percentage of individuals using the internet,7.0
348,Hungary,2005,Percentage of individuals using the internet,39.0
348,Hungary,2010,Percentage of individuals using the internet,65.0
348,Hungary,2015,Percentage of individuals using the internet,72.8
348,Hungary,2020,Percentage of individuals using the internet,84.8
348,Hungary,2021,Percentage of individuals using the internet,88.6
348,Hungary,2022,Percentage of individuals using the internet,89.1
352,Iceland,2000,Percentage of individuals using the internet,44.5
352,Iceland,2005,Percentage of individuals using the internet,87.0
352,Iceland,2010,Percentage of individuals using the internet,93.4
352,Iceland,2015,Percentage of individuals using the internet,98.2
352,Iceland,2020,Percentage of individuals using the internet,99.5
352,Iceland,2021,Percentage of individuals using the internet,99.7
352,Iceland,2022,Percentage of individuals using the internet,99.9
356,India,2000,Percentage of individuals using the internet,0.5
356,India,2005,Percentage of individuals using the internet,2.4
356,India,2010,Percentage of individuals using the internet,7.5
356,India,2015,Percentage of individuals using the internet,14.9
356,India,2020,Percentage of individuals using the internet,43.4
356,India,2022,Percentage of individuals using the internet,48.1
360,Indonesia,2000,Percentage of individuals using the internet,0.9
360,Indonesia,2005,Percentage of individuals using the internet,3.6
360,Indonesia,2010,Percentage of individuals using the internet,10.9
360,Indonesia,2015,Percentage of individuals using the internet,22.1
360,Indonesia,2020,Percentage of individuals using the internet,53.7
360,Indonesia,2021,Percentage of individuals using the internet,62.1
360,Indonesia,2022,Percentage of individuals using the internet,66.5
364,Iran (Islamic Republic of),2000,Percentage of individuals using the internet,0.9
364,Iran (Islamic Republic of),2005,Percentage of individuals using the internet,8.1
364,Iran (Islamic Republic of),2010,Percentage of individuals using the internet,15.9
364,Iran (Islamic Republic of),2015,Percentage of individuals using the internet,45.3
364,Iran (Islamic Republic of),2020,Percentage of individuals using the internet,75.6
364,Iran (Islamic Republic of),2021,Percentage of individuals using the internet,78.6
364,Iran (Islamic Republic of),2022,Percentage of individuals using the internet,81.7
368,Iraq,2005,Percentage of individuals using the internet,0.9
368,Iraq,2010,Percentage of individuals using the internet,2.5
368,Iraq,2015,Percentage of individuals using the internet,15.2
368,Iraq,2020,Percentage of individuals using the internet,53.7
368,Iraq,2021,Percentage of individuals using the internet,65.0
368,Iraq,2022,Percentage of individuals using the internet,78.7
372,Ireland,2000,Percentage of individuals using the internet,17.9
372,Ireland,2005,Percentage of individuals using the internet,41.6
372,Ireland,2010,Percentage of individuals using the internet,69.9
372,Ireland,2015,Percentage of individuals using the internet,83.5
372,Ireland,2020,Percentage of individuals using the internet,92.0
372,Ireland,2021,Percentage of individuals using the internet,94.5
372,Ireland,2022,Percentage of individuals using the internet,95.6
376,Israel,2000,Percentage of individuals using the internet,20.9
376,Israel,2005,Percentage of individuals using the internet,25.2
376,Israel,2010,Percentage of individuals using the internet,67.5
376,Israel,2015,Percentage of individuals using the internet,77.4
376,Israel,2020,Percentage of individuals using the internet,90.1
376,Israel,2021,Percentage of individuals using the internet,90.3
376,Israel,2022,Percentage of individuals using the internet,92.1
380,Italy,2000,Percentage of individuals using the internet,23.1
380,Italy,2005,Percentage of individuals using the internet,35.0
380,Italy,2010,Percentage of individuals using the internet,53.7
380,Italy,2015,Percentage of individuals using the internet,58.1
380,Italy,2020,Percentage of individuals using the internet,70.5
380,Italy,2021,Percentage of individuals using the internet,74.9
380,Italy,2022,Percentage of individuals using the internet,85.1
388,Jamaica,2000,Percentage of individuals using the internet,3.1
388,Jamaica,2005,Percentage of individuals using the internet,12.8
388,Jamaica,2010,Percentage of individuals using the internet,27.7
388,Jamaica,2015,Percentage of individuals using the internet,42.2
388,Jamaica,2020,Percentage of individuals using the internet,76.4
388,Jamaica,2021,Percentage of individuals using the internet,82.4
388,Jamaica,2022,Percentage of individuals using the internet,85.1
392,Japan,2000,Percentage of individuals using the internet,30.0
392,Japan,2005,Percentage of individuals using the internet,66.9
392,Japan,2010,Percentage of individuals using the internet,78.2
392,Japan,2015,Percentage of individuals using the internet,91.1
392,Japan,2020,Percentage of individuals using the internet,90.2
392,Japan,2021,Percentage of individuals using the internet,82.9
392,Japan,2022,Percentage of individuals using the internet,84.9
832,Jersey,2000,Percentage of individuals using the internet,9.2
832,Jersey,2005,Percentage of individuals using the internet,31.3
400,Jordan,2000,Percentage of individuals using the internet,2.6
400,Jordan,2005,Percentage of individuals using the internet,12.9
400,Jordan,2010,Percentage of individuals using the internet,27.2
400,Jordan,2015,Percentage of individuals using the internet,54.2
400,Jordan,2020,Percentage of individuals using the internet,78.4
400,Jordan,2021,Percentage of individuals using the internet,86.0
400,Jordan,2022,Percentage of individuals using the internet,90.5
398,Kazakhstan,2000,Percentage of individuals using the internet,0.7
398,Kazakhstan,2005,Percentage of individuals using the internet,3.0
398,Kazakhstan,2010,Percentage of individuals using the internet,31.6
398,Kazakhstan,2015,Percentage of individuals using the internet,70.8
398,Kazakhstan,2020,Percentage of individuals using the internet,85.9
398,Kazakhstan,2021,Percentage of individuals using the internet,90.9
398,Kazakhstan,2022,Percentage of individuals using the internet,92.3
404,Kenya,2000,Percentage of individuals using the internet,0.3
404,Kenya,2005,Percentage of individuals using the internet,3.1
404,Kenya,2010,Percentage of individuals using the internet,7.2
404,Kenya,2015,Percentage of individuals using the internet,16.6
404,Kenya,2020,Percentage of individuals using the internet,27.6
404,Kenya,2021,Percentage of individuals using the internet,38.2
404,Kenya,2022,Percentage of individuals using the internet,40.8
296,Kiribati,2000,Percentage of individuals using the internet,1.8
296,Kiribati,2005,Percentage of individuals using the internet,4.0
296,Kiribati,2010,Percentage of individuals using the internet,9.1
296,Kiribati,2015,Percentage of individuals using the internet,14.9
296,Kiribati,2020,Percentage of individuals using the internet,52.1
296,Kiribati,2021,Percentage of individuals using the internet,54.0
296,Kiribati,2022,Percentage of individuals using the internet,54.4
414,Kuwait,2000,Percentage of individuals using the internet,6.7
414,Kuwait,2005,Percentage of individuals using the internet,25.9
414,Kuwait,2010,Percentage of individuals using the internet,61.4
414,Kuwait,2015,Percentage of individuals using the internet,82.0
414,Kuwait,2020,Percentage of individuals using the internet,99.1
414,Kuwait,2021,Percentage of individuals using the internet,99.7
414,Kuwait,2022,Percentage of individuals using the internet,99.8
417,Kyrgyzstan,2000,Percentage of individuals using the internet,1.0
417,Kyrgyzstan,2005,Percentage of individuals using the internet,10.5
417,Kyrgyzstan,2010,Percentage of individuals using the internet,16.3
417,Kyrgyzstan,2015,Percentage of individuals using the internet,30.2
417,Kyrgyzstan,2020,Percentage of individuals using the internet,72.0
417,Kyrgyzstan,2021,Percentage of individuals using the internet,74.6
417,Kyrgyzstan,2022,Percentage of individuals using the internet,79.8
418,Lao People's Dem. Rep.,2000,Percentage of individuals using the internet,0.1
418,Lao People's Dem. Rep.,2005,Percentage of individuals using the internet,0.9
418,Lao People's Dem. Rep.,2010,Percentage of individuals using the internet,7.0
418,Lao People's Dem. Rep.,2015,Percentage of individuals using the internet,18.2
418,Lao People's Dem. Rep.,2020,Percentage of individuals using the internet,54.0
418,Lao People's Dem. Rep.,2021,Percentage of individuals using the internet,62.0
418,Lao People's Dem. Rep.,2022,Percentage of individuals using the internet,66.2
428,Latvia,2000,Percentage of individuals using the internet,6.3
428,Latvia,2005,Percentage of individuals using the internet,46.0
428,Latvia,2010,Percentage of individuals using the internet,68.4
428,Latvia,2015,Percentage of individuals using the internet,79.2
428,Latvia,2020,Percentage of individuals using the internet,88.9
428,Latvia,2021,Percentage of individuals using the internet,91.2
428,Latvia,2022,Percentage of individuals using the internet,91.0
422,Lebanon,2000,Percentage of individuals using the internet,8.0
422,Lebanon,2005,Percentage of individuals using the internet,10.1
422,Lebanon,2010,Percentage of individuals using the internet,43.7
422,Lebanon,2015,Percentage of individuals using the internet,74.0
422,Lebanon,2020,Percentage of individuals using the internet,87.9
422,Lebanon,2021,Percentage of individuals using the internet,87.9
422,Lebanon,2022,Percentage of individuals using the internet,90.1
426,Lesotho,2000,Percentage of individuals using the internet,0.2
426,Lesotho,2005,Percentage of individuals using the internet,2.6
426,Lesotho,2010,Percentage of individuals using the internet,3.9
426,Lesotho,2015,Percentage of individuals using the internet,25.0
426,Lesotho,2020,Percentage of individuals using the internet,40.4
426,Lesotho,2021,Percentage of individuals using the internet,43.7
426,Lesotho,2022,Percentage of individuals using the internet,47.0
430,Liberia,2000,Percentage of individuals using the internet,0.0
430,Liberia,2010,Percentage of individuals using the internet,2.3
430,Liberia,2015,Percentage of individuals using the internet,10.0
430,Liberia,2020,Percentage of individuals using the internet,27.5
430,Liberia,2021,Percentage of individuals using the internet,27.8
430,Liberia,2022,Percentage of individuals using the internet,30.1
434,Libya,2000,Percentage of individuals using the internet,0.2
434,Libya,2005,Percentage of individuals using the internet,3.9
434,Libya,2010,Percentage of individuals using the internet,14.0
434,Libya,2020,Percentage of individuals using the internet,87.6
434,Libya,2021,Percentage of individuals using the internet,84.3
434,Libya,2022,Percentage of individuals using the internet,88.4
438,Liechtenstein,2000,Percentage of individuals using the internet,36.5
438,Liechtenstein,2005,Percentage of individuals using the internet,63.4
438,Liechtenstein,2010,Percentage of individuals using the internet,80.0
438,Liechtenstein,2015,Percentage of individuals using the internet,96.6
438,Liechtenstein,2020,Percentage of individuals using the internet,94.3
438,Liechtenstein,2021,Percentage of individuals using the internet,95.6
438,Liechtenstein,2022,Percentage of individuals using the internet,96.8
440,Lithuania,2000,Percentage of individuals using the internet,6.4
440,Lithuania,2005,Percentage of individuals using the internet,36.2
440,Lithuania,2010,Percentage of individuals using the internet,62.1
440,Lithuania,2015,Percentage of individuals using the internet,71.4
440,Lithuania,2020,Percentage of individuals using the internet,83.1
440,Lithuania,2021,Percentage of individuals using the internet,86.9
440,Lithuania,2022,Percentage of individuals using the internet,87.7
442,Luxembourg,2000,Percentage of individuals using the internet,22.9
442,Luxembourg,2005,Percentage of individuals using the internet,70.0
442,Luxembourg,2010,Percentage of individuals using the internet,90.6
442,Luxembourg,2015,Percentage of individuals using the internet,96.4
442,Luxembourg,2020,Percentage of individuals using the internet,98.5
442,Luxembourg,2021,Percentage of individuals using the internet,98.7
442,Luxembourg,2022,Percentage of individuals using the internet,98.2
450,Madagascar,2000,Percentage of individuals using the internet,0.2
450,Madagascar,2005,Percentage of individuals using the internet,0.6
450,Madagascar,2010,Percentage of individuals using the internet,1.7
450,Madagascar,2015,Percentage of individuals using the internet,4.2
450,Madagascar,2020,Percentage of individuals using the internet,15.8
450,Madagascar,2021,Percentage of individuals using the internet,18.1
450,Madagascar,2022,Percentage of individuals using the internet,20.6
454,Malawi,2000,Percentage of individuals using the internet,0.1
454,Malawi,2005,Percentage of individuals using the internet,0.4
454,Malawi,2010,Percentage of individuals using the internet,2.3
454,Malawi,2015,Percentage of individuals using the internet,6.0
454,Malawi,2020,Percentage of individuals using the internet,22.2
454,Malawi,2021,Percentage of individuals using the internet,26.9
454,Malawi,2022,Percentage of individuals using the internet,27.7
458,Malaysia,2000,Percentage of individuals using the internet,21.4
458,Malaysia,2005,Percentage of individuals using the internet,48.6
458,Malaysia,2010,Percentage of individuals using the internet,56.3
458,Malaysia,2015,Percentage of individuals using the internet,71.1
458,Malaysia,2020,Percentage of individuals using the internet,89.6
458,Malaysia,2021,Percentage of individuals using the internet,96.8
458,Malaysia,2022,Percentage of individuals using the internet,97.4
462,Maldives,2000,Percentage of individuals using the internet,2.2
462,Maldives,2005,Percentage of individuals using the internet,6.9
462,Maldives,2010,Percentage of individuals using the internet,26.5
462,Maldives,2015,Percentage of individuals using the internet,54.5
462,Maldives,2020,Percentage of individuals using the internet,79.1
462,Maldives,2021,Percentage of individuals using the internet,85.2
462,Maldives,2022,Percentage of individuals using the internet,83.9
466,Mali,2000,Percentage of individuals using the internet,0.1
466,Mali,2005,Percentage of individuals using the internet,0.5
466,Mali,2010,Percentage of individuals using the internet,2.0
466,Mali,2015,Percentage of individuals using the internet,10.3
466,Mali,2020,Percentage of individuals using the internet,28.3
466,Mali,2021,Percentage of individuals using the internet,30.5
466,Mali,2022,Percentage of individuals using the internet,33.1
470,Malta,2000,Percentage of individuals using the internet,13.1
470,Malta,2005,Percentage of individuals using the internet,41.2
470,Malta,2010,Percentage of individuals using the internet,63.0
470,Malta,2015,Percentage of individuals using the internet,76.0
470,Malta,2020,Percentage of individuals using the internet,86.9
470,Malta,2021,Percentage of individuals using the internet,87.5
470,Malta,2022,Percentage of individuals using the internet,91.5
584,Marshall Islands,2000,Percentage of individuals using the internet,1.5
584,Marshall Islands,2005,Percentage of individuals using the internet,3.9
584,Marshall Islands,2010,Percentage of individuals using the internet,7.0
584,Marshall Islands,2015,Percentage of individuals using the internet,19.3
584,Marshall Islands,2020,Percentage of individuals using the internet,71.2
584,Marshall Islands,2021,Percentage of individuals using the internet,72.2
584,Marshall Islands,2022,Percentage of individuals using the internet,73.2
474,Martinique,2000,Percentage of individuals using the internet,7.8
474,Martinique,2005,Percentage of individuals using the internet,32.7
478,Mauritania,2000,Percentage of individuals using the internet,0.2
478,Mauritania,2005,Percentage of individuals using the internet,0.7
478,Mauritania,2010,Percentage of individuals using the internet,4.0
478,Mauritania,2015,Percentage of individuals using the internet,17.6
478,Mauritania,2020,Percentage of individuals using the internet,41.1
478,Mauritania,2021,Percentage of individuals using the internet,43.8
478,Mauritania,2022,Percentage of individuals using the internet,44.4
480,Mauritius,2000,Percentage of individuals using the internet,7.3
480,Mauritius,2005,Percentage of individuals using the internet,15.2
480,Mauritius,2010,Percentage of individuals using the internet,28.3
480,Mauritius,2015,Percentage of individuals using the internet,50.1
480,Mauritius,2020,Percentage of individuals using the internet,67.7
480,Mauritius,2021,Percentage of individuals using the internet,71.6
480,Mauritius,2022,Percentage of individuals using the internet,75.5
175,Mayotte,2000,Percentage of individuals using the internet,1.2
484,Mexico,2000,Percentage of individuals using the internet,5.1
484,Mexico,2005,Percentage of individuals using the internet,17.2
484,Mexico,2010,Percentage of individuals using the internet,31.1
484,Mexico,2015,Percentage of individuals using the internet,57.4
484,Mexico,2020,Percentage of individuals using the internet,71.5
484,Mexico,2021,Percentage of individuals using the internet,75.6
484,Mexico,2022,Percentage of individuals using the internet,78.6
492,Monaco,2000,Percentage of individuals using the internet,42.2
492,Monaco,2005,Percentage of individuals using the internet,55.5
492,Monaco,2010,Percentage of individuals using the internet,75.0
492,Monaco,2015,Percentage of individuals using the internet,93.4
492,Monaco,2020,Percentage of individuals using the internet,98.6
492,Monaco,2021,Percentage of individuals using the internet,98.4
492,Monaco,2022,Percentage of individuals using the internet,98.4
496,Mongolia,2000,Percentage of individuals using the internet,1.3
496,Mongolia,2010,Percentage of individuals using the internet,10.2
496,Mongolia,2015,Percentage of individuals using the internet,22.5
496,Mongolia,2020,Percentage of individuals using the internet,62.5
496,Mongolia,2021,Percentage of individuals using the internet,81.6
496,Mongolia,2022,Percentage of individuals using the internet,83.9
499,Montenegro,2005,Percentage of individuals using the internet,27.1
499,Montenegro,2010,Percentage of individuals using the internet,37.5
499,Montenegro,2015,Percentage of individuals using the internet,68.1
499,Montenegro,2020,Percentage of individuals using the internet,77.6
499,Montenegro,2021,Percentage of individuals using the internet,82.2
499,Montenegro,2022,Percentage of individuals using the internet,88.2
500,Montserrat,2010,Percentage of individuals using the internet,35.0
504,Morocco,2000,Percentage of individuals using the internet,0.7
