Region/Country/Area,,Year,Series,Value
56,Belgium,2000,Primary energy production (petajoules),570
56,Belgium,2005,Primary energy production (petajoules),579
56,Belgium,2010,Primary energy production (petajoules),658
56,Belgium,2015,Primary energy production (petajoules),446
56,Belgium,2019,Primary energy production (petajoules),657
56,Belgium,2020,Primary energy production (petajoules),572
56,Belgium,2021,Primary energy production (petajoules),747
56,Belgium,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"1,765"
56,Belgium,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"1,827"
56,Belgium,2005,Net imports [Imports - Exports - Bunkers] (petajoules),"1,861"
56,Belgium,2010,Net imports [Imports - Exports - Bunkers] (petajoules),"1,866"
56,Belgium,2015,Net imports [Imports - Exports - Bunkers] (petajoules),"1,779"
56,Belgium,2019,Net imports [Imports - Exports - Bunkers] (petajoules),"1,666"
56,Belgium,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"1,555"
56,Belgium,2021,Net imports [Imports - Exports - Bunkers] (petajoules),"1,512"
56,Belgium,1995,Changes in stocks (petajoules),29
56,Belgium,2000,Changes in stocks (petajoules),-21
56,Belgium,2005,Changes in stocks (petajoules),18
56,Belgium,2010,Changes in stocks (petajoules),18
56,Belgium,2015,Changes in stocks (petajoules),39
56,Belgium,2019,Changes in stocks (petajoules),36
56,Belgium,2020,Changes in stocks (petajoules),29
56,Belgium,2021,Changes in stocks (petajoules),-56
56,Belgium,1995,Total supply (petajoules),"2,231"
56,Belgium,2000,Total supply (petajoules),"2,418"
56,Belgium,2005,Total supply (petajoules),"2,423"
56,Belgium,2010,Total supply (petajoules),"2,506"
56,Belgium,2015,Total supply (petajoules),"2,186"
56,Belgium,2019,Total supply (petajoules),"2,286"
56,Belgium,2020,Total supply (petajoules),"2,098"
56,Belgium,2021,Total supply (petajoules),"2,315"
56,Belgium,1995,Supply per capita (gigajoules),221
56,Belgium,2000,Supply per capita (gigajoules),236
56,Belgium,2005,Supply per capita (gigajoules),230
56,Belgium,2010,Supply per capita (gigajoules),230
56,Belgium,2015,Supply per capita (gigajoules),194
56,Belgium,2019,Supply per capita (gigajoules),199
56,Belgium,2020,Supply per capita (gigajoules),181
56,Belgium,2021,Supply per capita (gigajoules),199
84,Belize,1995,Primary energy production (petajoules),4
84,Belize,2000,Primary energy production (petajoules),5
84,Belize,2005,Primary energy production (petajoules),4
84,Belize,2010,Primary energy production (petajoules),14
84,Belize,2015,Primary energy production (petajoules),9
84,Belize,2019,Primary energy production (petajoules),7
84,Belize,2020,Primary energy production (petajoules),7
84,Belize,2021,Primary energy production (petajoules),8
84,Belize,1995,Net imports [Imports - Exports - Bunkers] (petajoules),6
84,Belize,2000,Net imports [Imports - Exports - Bunkers] (petajoules),6
84,Belize,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7
84,Belize,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-2
84,Belize,2015,Net imports [Imports - Exports - Bunkers] (petajoules),6
84,Belize,2019,Net imports [Imports - Exports - Bunkers] (petajoules),10
84,Belize,2020,Net imports [Imports - Exports - Bunkers] (petajoules),9
84,Belize,2021,Net imports [Imports - Exports - Bunkers] (petajoules),10
84,Belize,2010,Changes in stocks (petajoules),0
84,Belize,2015,Changes in stocks (petajoules),0
84,Belize,2019,Changes in stocks (petajoules),0
84,Belize,2020,Changes in stocks (petajoules),0
84,Belize,2021,Changes in stocks (petajoules),0
84,Belize,1995,Total supply (petajoules),10
84,Belize,2000,Total supply (petajoules),11
84,Belize,2005,Total supply (petajoules),10
84,Belize,2010,Total supply (petajoules),12
84,Belize,2015,Total supply (petajoules),16
84,Belize,2019,Total supply (petajoules),17
84,Belize,2020,Total supply (petajoules),15
84,Belize,2021,Total supply (petajoules),17
84,Belize,1995,Supply per capita (gigajoules),48
84,Belize,2000,Supply per capita (gigajoules),46
84,Belize,2005,Supply per capita (gigajoules),37
84,Belize,2010,Supply per capita (gigajoules),39
84,Belize,2015,Supply per capita (gigajoules),43
84,Belize,2019,Supply per capita (gigajoules),45
84,Belize,2020,Supply per capita (gigajoules),38
84,Belize,2021,Supply per capita (gigajoules),42
204,Benin,1995,Primary energy production (petajoules),78
204,Benin,2000,Primary energy production (petajoules),61
204,Benin,2005,Primary energy production (petajoules),70
204,Benin,2010,Primary energy production (petajoules),82
204,Benin,2015,Primary energy production (petajoules),104
204,Benin,2019,Primary energy production (petajoules),121
204,Benin,2020,Primary energy production (petajoules),124
204,Benin,2021,Primary energy production (petajoules),124
204,Benin,1995,Net imports [Imports - Exports - Bunkers] (petajoules),10
204,Benin,2000,Net imports [Imports - Exports - Bunkers] (petajoules),22
204,Benin,2005,Net imports [Imports - Exports - Bunkers] (petajoules),37
204,Benin,2010,Net imports [Imports - Exports - Bunkers] (petajoules),67
204,Benin,2015,Net imports [Imports - Exports - Bunkers] (petajoules),77
204,Benin,2019,Net imports [Imports - Exports - Bunkers] (petajoules),72
204,Benin,2020,Net imports [Imports - Exports - Bunkers] (petajoules),75
204,Benin,2021,Net imports [Imports - Exports - Bunkers] (petajoules),84
204,Benin,1995,Changes in stocks (petajoules),0
204,Benin,2000,Changes in stocks (petajoules),0
204,Benin,2005,Changes in stocks (petajoules),2
204,Benin,2010,Changes in stocks (petajoules),0
204,Benin,2015,Changes in stocks (petajoules),2
204,Benin,2019,Changes in stocks (petajoules),0
204,Benin,2020,Changes in stocks (petajoules),0
204,Benin,2021,Changes in stocks (petajoules),2
204,Benin,1995,Total supply (petajoules),87
204,Benin,2000,Total supply (petajoules),83
204,Benin,2005,Total supply (petajoules),104
204,Benin,2010,Total supply (petajoules),149
204,Benin,2015,Total supply (petajoules),180
204,Benin,2019,Total supply (petajoules),193
204,Benin,2020,Total supply (petajoules),200
204,Benin,2021,Total supply (petajoules),207
204,Benin,1995,Supply per capita (gigajoules),14
204,Benin,2000,Supply per capita (gigajoules),12
204,Benin,2005,Supply per capita (gigajoules),13
204,Benin,2010,Supply per capita (gigajoules),16
204,Benin,2015,Supply per capita (gigajoules),16
204,Benin,2019,Supply per capita (gigajoules),16
204,Benin,2020,Supply per capita (gigajoules),16
204,Benin,2021,Supply per capita (gigajoules),16
60,Bermuda,1995,Primary energy production (petajoules),0
60,Bermuda,2000,Primary energy production (petajoules),1
60,Bermuda,2005,Primary energy production (petajoules),1
60,Bermuda,2010,Primary energy production (petajoules),1
60,Bermuda,2015,Primary energy production (petajoules),1
60,Bermuda,2019,Primary energy production (petajoules),1
60,Bermuda,2020,Primary energy production (petajoules),1
60,Bermuda,2021,Primary energy production (petajoules),1
60,Bermuda,1995,Net imports [Imports - Exports - Bunkers] (petajoules),7
60,Bermuda,2000,Net imports [Imports - Exports - Bunkers] (petajoules),7
60,Bermuda,2005,Net imports [Imports - Exports - Bunkers] (petajoules),7
60,Bermuda,2010,Net imports [Imports - Exports - Bunkers] (petajoules),9
60,Bermuda,2015,Net imports [Imports - Exports - Bunkers] (petajoules),7
60,Bermuda,2019,Net imports [Imports - Exports - Bunkers] (petajoules),8
60,Bermuda,2020,Net imports [Imports - Exports - Bunkers] (petajoules),6
60,Bermuda,2021,Net imports [Imports - Exports - Bunkers] (petajoules),7
60,Bermuda,2015,Changes in stocks (petajoules),-1
60,Bermuda,2019,Changes in stocks (petajoules),0
60,Bermuda,2021,Changes in stocks (petajoules),0
60,Bermuda,1995,Total supply (petajoules),8
60,Bermuda,2000,Total supply (petajoules),8
60,Bermuda,2005,Total supply (petajoules),9
60,Bermuda,2010,Total supply (petajoules),9
60,Bermuda,2015,Total supply (petajoules),8
60,Bermuda,2019,Total supply (petajoules),9
60,Bermuda,2020,Total supply (petajoules),7
60,Bermuda,2021,Total supply (petajoules),8
60,Bermuda,1995,Supply per capita (gigajoules),133
60,Bermuda,2000,Supply per capita (gigajoules),127
60,Bermuda,2005,Supply per capita (gigajoules),137
60,Bermuda,2010,Supply per capita (gigajoules),139
60,Bermuda,2015,Supply per capita (gigajoules),128
60,Bermuda,2019,Supply per capita (gigajoules),138
60,Bermuda,2020,Supply per capita (gigajoules),102
60,Bermuda,2021,Supply per capita (gigajoules),119
64,Bhutan,1995,Primary energy production (petajoules),43
64,Bhutan,2000,Primary energy production (petajoules),46
64,Bhutan,2005,Primary energy production (petajoules),53
64,Bhutan,2010,Primary energy production (petajoules),73
64,Bhutan,2015,Primary energy production (petajoules),77
64,Bhutan,2019,Primary energy production (petajoules),85
64,Bhutan,2020,Primary energy production (petajoules),91
64,Bhutan,2021,Primary energy production (petajoules),93
64,Bhutan,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-4
64,Bhutan,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-2
64,Bhutan,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-3
64,Bhutan,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-10
64,Bhutan,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-6
64,Bhutan,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-9
64,Bhutan,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-21
64,Bhutan,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-13
64,Bhutan,1995,Total supply (petajoules),39
64,Bhutan,2000,Total supply (petajoules),44
64,Bhutan,2005,Total supply (petajoules),50
64,Bhutan,2010,Total supply (petajoules),63
64,Bhutan,2015,Total supply (petajoules),71
64,Bhutan,2019,Total supply (petajoules),76
64,Bhutan,2020,Total supply (petajoules),71
64,Bhutan,2021,Total supply (petajoules),79
64,Bhutan,1995,Supply per capita (gigajoules),74
64,Bhutan,2000,Supply per capita (gigajoules),75
64,Bhutan,2005,Supply per capita (gigajoules),75
64,Bhutan,2010,Supply per capita (gigajoules),89
64,Bhutan,2015,Supply per capita (gigajoules),95
64,Bhutan,2019,Supply per capita (gigajoules),99
64,Bhutan,2020,Supply per capita (gigajoules),92
64,Bhutan,2021,Supply per capita (gigajoules),101
68,Bolivia (Plurin. State of),1995,Primary energy production (petajoules),242
68,Bolivia (Plurin. State of),2000,Primary energy production (petajoules),229
68,Bolivia (Plurin. State of),2005,Primary energy production (petajoules),586
68,Bolivia (Plurin. State of),2010,Primary energy production (petajoules),664
68,Bolivia (Plurin. State of),2015,Primary energy production (petajoules),951
68,Bolivia (Plurin. State of),2019,Primary energy production (petajoules),745
68,Bolivia (Plurin. State of),2020,Primary energy production (petajoules),716
68,Bolivia (Plurin. State of),2021,Primary energy production (petajoules),738
68,Bolivia (Plurin. State of),1995,Net imports [Imports - Exports - Bunkers] (petajoules),-85
68,Bolivia (Plurin. State of),2000,Net imports [Imports - Exports - Bunkers] (petajoules),-78
68,Bolivia (Plurin. State of),2005,Net imports [Imports - Exports - Bunkers] (petajoules),-366
68,Bolivia (Plurin. State of),2010,Net imports [Imports - Exports - Bunkers] (petajoules),-398
68,Bolivia (Plurin. State of),2015,Net imports [Imports - Exports - Bunkers] (petajoules),-606
68,Bolivia (Plurin. State of),2019,Net imports [Imports - Exports - Bunkers] (petajoules),-356
68,Bolivia (Plurin. State of),2020,Net imports [Imports - Exports - Bunkers] (petajoules),-391
68,Bolivia (Plurin. State of),2021,Net imports [Imports - Exports - Bunkers] (petajoules),-362
68,Bolivia (Plurin. State of),1995,Changes in stocks (petajoules),1
68,Bolivia (Plurin. State of),2000,Changes in stocks (petajoules),-1
68,Bolivia (Plurin. State of),2005,Changes in stocks (petajoules),0
68,Bolivia (Plurin. State of),2010,Changes in stocks (petajoules),0
68,Bolivia (Plurin. State of),2015,Changes in stocks (petajoules),1
68,Bolivia (Plurin. State of),2019,Changes in stocks (petajoules),1
68,Bolivia (Plurin. State of),2020,Changes in stocks (petajoules),0
68,Bolivia (Plurin. State of),2021,Changes in stocks (petajoules),-2
68,Bolivia (Plurin. State of),1995,Total supply (petajoules),156
68,Bolivia (Plurin. State of),2000,Total supply (petajoules),152
68,Bolivia (Plurin. State of),2005,Total supply (petajoules),220
68,Bolivia (Plurin. State of),2010,Total supply (petajoules),265
68,Bolivia (Plurin. State of),2015,Total supply (petajoules),343
68,Bolivia (Plurin. State of),2019,Total supply (petajoules),387
68,Bolivia (Plurin. State of),2020,Total supply (petajoules),324
68,Bolivia (Plurin. State of),2021,Total supply (petajoules),378
68,Bolivia (Plurin. State of),1995,Supply per capita (gigajoules),20
68,Bolivia (Plurin. State of),2000,Supply per capita (gigajoules),18
68,Bolivia (Plurin. State of),2005,Supply per capita (gigajoules),23
68,Bolivia (Plurin. State of),2010,Supply per capita (gigajoules),26
68,Bolivia (Plurin. State of),2015,Supply per capita (gigajoules),31
68,Bolivia (Plurin. State of),2019,Supply per capita (gigajoules),33
68,Bolivia (Plurin. State of),2020,Supply per capita (gigajoules),27
68,Bolivia (Plurin. State of),2021,Supply per capita (gigajoules),31
535,"Bonaire, St. Eustatius & Saba",2015,Primary energy production (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2019,Primary energy production (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2020,Primary energy production (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2021,Primary energy production (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2015,Net imports [Imports - Exports - Bunkers] (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2019,Net imports [Imports - Exports - Bunkers] (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2020,Net imports [Imports - Exports - Bunkers] (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2021,Net imports [Imports - Exports - Bunkers] (petajoules),1
535,"Bonaire, St. Eustatius & Saba",2015,Changes in stocks (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2019,Changes in stocks (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2020,Changes in stocks (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2021,Changes in stocks (petajoules),0
535,"Bonaire, St. Eustatius & Saba",2015,Total supply (petajoules),1
535,"Bonaire, St. Eustatius & Saba",2019,Total supply (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2020,Total supply (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2021,Total supply (petajoules),2
535,"Bonaire, St. Eustatius & Saba",2015,Supply per capita (gigajoules),65
535,"Bonaire, St. Eustatius & Saba",2019,Supply per capita (gigajoules),67
535,"Bonaire, St. Eustatius & Saba",2020,Supply per capita (gigajoules),66
535,"Bonaire, St. Eustatius & Saba",2021,Supply per capita (gigajoules),64
70,Bosnia and Herzegovina,1995,Primary energy production (petajoules),33
70,Bosnia and Herzegovina,2000,Primary energy production (petajoules),126
70,Bosnia and Herzegovina,2005,Primary energy production (petajoules),152
70,Bosnia and Herzegovina,2010,Primary energy production (petajoules),182
70,Bosnia and Herzegovina,2015,Primary energy production (petajoules),173
70,Bosnia and Herzegovina,2019,Primary energy production (petajoules),226
70,Bosnia and Herzegovina,2020,Primary energy production (petajoules),219
70,Bosnia and Herzegovina,2021,Primary energy production (petajoules),219
70,Bosnia and Herzegovina,1995,Net imports [Imports - Exports - Bunkers] (petajoules),29
70,Bosnia and Herzegovina,2000,Net imports [Imports - Exports - Bunkers] (petajoules),52
70,Bosnia and Herzegovina,2005,Net imports [Imports - Exports - Bunkers] (petajoules),54
70,Bosnia and Herzegovina,2010,Net imports [Imports - Exports - Bunkers] (petajoules),84
70,Bosnia and Herzegovina,2015,Net imports [Imports - Exports - Bunkers] (petajoules),88
70,Bosnia and Herzegovina,2019,Net imports [Imports - Exports - Bunkers] (petajoules),83
70,Bosnia and Herzegovina,2020,Net imports [Imports - Exports - Bunkers] (petajoules),76
70,Bosnia and Herzegovina,2021,Net imports [Imports - Exports - Bunkers] (petajoules),83
70,Bosnia and Herzegovina,2000,Changes in stocks (petajoules),-1
70,Bosnia and Herzegovina,2005,Changes in stocks (petajoules),-1
70,Bosnia and Herzegovina,2010,Changes in stocks (petajoules),-3
70,Bosnia and Herzegovina,2015,Changes in stocks (petajoules),11
70,Bosnia and Herzegovina,2019,Changes in stocks (petajoules),6
70,Bosnia and Herzegovina,2020,Changes in stocks (petajoules),-3
70,Bosnia and Herzegovina,2021,Changes in stocks (petajoules),-6
70,Bosnia and Herzegovina,1995,Total supply (petajoules),62
70,Bosnia and Herzegovina,2000,Total supply (petajoules),179
70,Bosnia and Herzegovina,2005,Total supply (petajoules),206
70,Bosnia and Herzegovina,2010,Total supply (petajoules),269
70,Bosnia and Herzegovina,2015,Total supply (petajoules),250
70,Bosnia and Herzegovina,2019,Total supply (petajoules),303
70,Bosnia and Herzegovina,2020,Total supply (petajoules),298
70,Bosnia and Herzegovina,2021,Total supply (petajoules),308
70,Bosnia and Herzegovina,1995,Supply per capita (gigajoules),16
70,Bosnia and Herzegovina,2000,Supply per capita (gigajoules),43
70,Bosnia and Herzegovina,2005,Supply per capita (gigajoules),50
70,Bosnia and Herzegovina,2010,Supply per capita (gigajoules),71
70,Bosnia and Herzegovina,2015,Supply per capita (gigajoules),71
70,Bosnia and Herzegovina,2019,Supply per capita (gigajoules),90
70,Bosnia and Herzegovina,2020,Supply per capita (gigajoules),90
70,Bosnia and Herzegovina,2021,Supply per capita (gigajoules),94
72,Botswana,1995,Primary energy production (petajoules),27
72,Botswana,2000,Primary energy production (petajoules),28
72,Botswana,2005,Primary energy production (petajoules),29
72,Botswana,2010,Primary energy production (petajoules),30
72,Botswana,2015,Primary energy production (petajoules),56
72,Botswana,2019,Primary energy production (petajoules),56
72,Botswana,2020,Primary energy production (petajoules),51
72,Botswana,2021,Primary energy production (petajoules),57
72,Botswana,1995,Net imports [Imports - Exports - Bunkers] (petajoules),17
72,Botswana,2000,Net imports [Imports - Exports - Bunkers] (petajoules),29
72,Botswana,2005,Net imports [Imports - Exports - Bunkers] (petajoules),36
72,Botswana,2010,Net imports [Imports - Exports - Bunkers] (petajoules),45
72,Botswana,2015,Net imports [Imports - Exports - Bunkers] (petajoules),36
72,Botswana,2019,Net imports [Imports - Exports - Bunkers] (petajoules),41
72,Botswana,2020,Net imports [Imports - Exports - Bunkers] (petajoules),33
72,Botswana,2021,Net imports [Imports - Exports - Bunkers] (petajoules),32
72,Botswana,2005,Changes in stocks (petajoules),0
72,Botswana,2010,Changes in stocks (petajoules),0
72,Botswana,2015,Changes in stocks (petajoules),11
72,Botswana,1995,Total supply (petajoules),44
72,Botswana,2000,Total supply (petajoules),57
72,Botswana,2005,Total supply (petajoules),65
72,Botswana,2010,Total supply (petajoules),74
72,Botswana,2015,Total supply (petajoules),80
72,Botswana,2019,Total supply (petajoules),97
72,Botswana,2020,Total supply (petajoules),84
72,Botswana,2021,Total supply (petajoules),88
72,Botswana,1995,Supply per capita (gigajoules),29
72,Botswana,2000,Supply per capita (gigajoules),33
72,Botswana,2005,Supply per capita (gigajoules),34
72,Botswana,2010,Supply per capita (gigajoules),36
72,Botswana,2015,Supply per capita (gigajoules),35
72,Botswana,2019,Supply per capita (gigajoules),39
72,Botswana,2020,Supply per capita (gigajoules),33
72,Botswana,2021,Supply per capita (gigajoules),34
76,Brazil,1995,Primary energy production (petajoules),"5,028"
76,Brazil,2000,Primary energy production (petajoules),"6,292"
76,Brazil,2005,Primary energy production (petajoules),"8,331"
76,Brazil,2010,Primary energy production (petajoules),"10,116"
76,Brazil,2015,Primary energy production (petajoules),"11,567"
76,Brazil,2019,Primary energy production (petajoules),"12,975"
76,Brazil,2020,Primary energy production (petajoules),"13,393"
76,Brazil,2021,Primary energy production (petajoules),"13,470"
76,Brazil,1995,Net imports [Imports - Exports - Bunkers] (petajoules),"1,936"
76,Brazil,2000,Net imports [Imports - Exports - Bunkers] (petajoules),"1,708"
76,Brazil,2005,Net imports [Imports - Exports - Bunkers] (petajoules),872
76,Brazil,2010,Net imports [Imports - Exports - Bunkers] (petajoules),825
76,Brazil,2015,Net imports [Imports - Exports - Bunkers] (petajoules),807
76,Brazil,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-700
76,Brazil,2020,Net imports [Imports - Exports - Bunkers] (petajoules),"-1,500"
76,Brazil,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-596
76,Brazil,1995,Changes in stocks (petajoules),-106
76,Brazil,2000,Changes in stocks (petajoules),2
76,Brazil,2005,Changes in stocks (petajoules),-8
76,Brazil,2010,Changes in stocks (petajoules),-5
76,Brazil,2015,Changes in stocks (petajoules),-19
76,Brazil,2019,Changes in stocks (petajoules),88
76,Brazil,2020,Changes in stocks (petajoules),-35
76,Brazil,2021,Changes in stocks (petajoules),-2
76,Brazil,1995,Total supply (petajoules),"7,069"
76,Brazil,2000,Total supply (petajoules),"7,998"
76,Brazil,2005,Total supply (petajoules),"9,212"
76,Brazil,2010,Total supply (petajoules),"10,946"
76,Brazil,2015,Total supply (petajoules),"12,393"
76,Brazil,2019,Total supply (petajoules),"12,186"
76,Brazil,2020,Total supply (petajoules),"11,927"
76,Brazil,2021,Total supply (petajoules),"12,877"
76,Brazil,1995,Supply per capita (gigajoules),43
76,Brazil,2000,Supply per capita (gigajoules),45
76,Brazil,2005,Supply per capita (gigajoules),49
76,Brazil,2010,Supply per capita (gigajoules),56
76,Brazil,2015,Supply per capita (gigajoules),60
76,Brazil,2019,Supply per capita (gigajoules),58
76,Brazil,2020,Supply per capita (gigajoules),56
76,Brazil,2021,Supply per capita (gigajoules),60
92,British Virgin Islands,1995,Primary energy production (petajoules),0
92,British Virgin Islands,2000,Primary energy production (petajoules),0
92,British Virgin Islands,2005,Primary energy production (petajoules),0
92,British Virgin Islands,2010,Primary energy production (petajoules),0
92,British Virgin Islands,2015,Primary energy production (petajoules),0
92,British Virgin Islands,2019,Primary energy production (petajoules),0
92,British Virgin Islands,2020,Primary energy production (petajoules),0
92,British Virgin Islands,2021,Primary energy production (petajoules),0
92,British Virgin Islands,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1
92,British Virgin Islands,2000,Net imports [Imports - Exports - Bunkers] (petajoules),2
92,British Virgin Islands,2005,Net imports [Imports - Exports - Bunkers] (petajoules),2
92,British Virgin Islands,2010,Net imports [Imports - Exports - Bunkers] (petajoules),3
92,British Virgin Islands,2015,Net imports [Imports - Exports - Bunkers] (petajoules),3
92,British Virgin Islands,2019,Net imports [Imports - Exports - Bunkers] (petajoules),3
92,British Virgin Islands,2020,Net imports [Imports - Exports - Bunkers] (petajoules),3
92,British Virgin Islands,2021,Net imports [Imports - Exports - Bunkers] (petajoules),3
92,British Virgin Islands,1995,Changes in stocks (petajoules),0
92,British Virgin Islands,2000,Changes in stocks (petajoules),0
92,British Virgin Islands,1995,Total supply (petajoules),1
92,British Virgin Islands,2000,Total supply (petajoules),2
92,British Virgin Islands,2005,Total supply (petajoules),2
92,British Virgin Islands,2010,Total supply (petajoules),3
92,British Virgin Islands,2015,Total supply (petajoules),3
92,British Virgin Islands,2019,Total supply (petajoules),3
92,British Virgin Islands,2020,Total supply (petajoules),3
92,British Virgin Islands,2021,Total supply (petajoules),3
92,British Virgin Islands,1995,Supply per capita (gigajoules),72
92,British Virgin Islands,2000,Supply per capita (gigajoules),82
92,British Virgin Islands,2005,Supply per capita (gigajoules),100
92,British Virgin Islands,2010,Supply per capita (gigajoules),108
92,British Virgin Islands,2015,Supply per capita (gigajoules),109
92,British Virgin Islands,2019,Supply per capita (gigajoules),84
92,British Virgin Islands,2020,Supply per capita (gigajoules),82
92,British Virgin Islands,2021,Supply per capita (gigajoules),83
96,Brunei Darussalam,1995,Primary energy production (petajoules),770
96,Brunei Darussalam,2000,Primary energy production (petajoules),813
96,Brunei Darussalam,2005,Primary energy production (petajoules),845
96,Brunei Darussalam,2010,Primary energy production (petajoules),775
96,Brunei Darussalam,2015,Primary energy production (petajoules),673
96,Brunei Darussalam,2019,Primary energy production (petajoules),637
96,Brunei Darussalam,2020,Primary energy production (petajoules),604
96,Brunei Darussalam,2021,Primary energy production (petajoules),564
96,Brunei Darussalam,1995,Net imports [Imports - Exports - Bunkers] (petajoules),-666
96,Brunei Darussalam,2000,Net imports [Imports - Exports - Bunkers] (petajoules),-722
96,Brunei Darussalam,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-752
96,Brunei Darussalam,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-648
96,Brunei Darussalam,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-560
96,Brunei Darussalam,2019,Net imports [Imports - Exports - Bunkers] (petajoules),-460
96,Brunei Darussalam,2020,Net imports [Imports - Exports - Bunkers] (petajoules),-431
96,Brunei Darussalam,2021,Net imports [Imports - Exports - Bunkers] (petajoules),-389
96,Brunei Darussalam,1995,Changes in stocks (petajoules),-1
96,Brunei Darussalam,2000,Changes in stocks (petajoules),-4
96,Brunei Darussalam,2005,Changes in stocks (petajoules),-1
96,Brunei Darussalam,2010,Changes in stocks (petajoules),-7
96,Brunei Darussalam,2015,Changes in stocks (petajoules),0
96,Brunei Darussalam,2019,Changes in stocks (petajoules),7
96,Brunei Darussalam,2020,Changes in stocks (petajoules),10
96,Brunei Darussalam,2021,Changes in stocks (petajoules),7
96,Brunei Darussalam,1995,Total supply (petajoules),106
96,Brunei Darussalam,2000,Total supply (petajoules),95
96,Brunei Darussalam,2005,Total supply (petajoules),93
96,Brunei Darussalam,2010,Total supply (petajoules),136
96,Brunei Darussalam,2015,Total supply (petajoules),114
96,Brunei Darussalam,2019,Total supply (petajoules),171
96,Brunei Darussalam,2020,Total supply (petajoules),164
96,Brunei Darussalam,2021,Total supply (petajoules),168
96,Brunei Darussalam,1995,Supply per capita (gigajoules),355
96,Brunei Darussalam,2000,Supply per capita (gigajoules),283
96,Brunei Darussalam,2005,Supply per capita (gigajoules),254
96,Brunei Darussalam,2010,Supply per capita (gigajoules),343
96,Brunei Darussalam,2015,Supply per capita (gigajoules),270
96,Brunei Darussalam,2019,Supply per capita (gigajoules),389
96,Brunei Darussalam,2020,Supply per capita (gigajoules),371
96,Brunei Darussalam,2021,Supply per capita (gigajoules),377
100,Bulgaria,1995,Primary energy production (petajoules),428
100,Bulgaria,2000,Primary energy production (petajoules),410
100,Bulgaria,2005,Primary energy production (petajoules),444
100,Bulgaria,2010,Primary energy production (petajoules),441
100,Bulgaria,2015,Primary energy production (petajoules),505
100,Bulgaria,2019,Primary energy production (petajoules),492
100,Bulgaria,2020,Primary energy production (petajoules),453
100,Bulgaria,2021,Primary energy production (petajoules),503
100,Bulgaria,1995,Net imports [Imports - Exports - Bunkers] (petajoules),546
100,Bulgaria,2000,Net imports [Imports - Exports - Bunkers] (petajoules),358
100,Bulgaria,2005,Net imports [Imports - Exports - Bunkers] (petajoules),384
100,Bulgaria,2010,Net imports [Imports - Exports - Bunkers] (petajoules),291
100,Bulgaria,2015,Net imports [Imports - Exports - Bunkers] (petajoules),275
100,Bulgaria,2019,Net imports [Imports - Exports - Bunkers] (petajoules),287
100,Bulgaria,2020,Net imports [Imports - Exports - Bunkers] (petajoules),273
100,Bulgaria,2021,Net imports [Imports - Exports - Bunkers] (petajoules),281
100,Bulgaria,1995,Changes in stocks (petajoules),7
100,Bulgaria,2000,Changes in stocks (petajoules),-5
100,Bulgaria,2005,Changes in stocks (petajoules),2
100,Bulgaria,2010,Changes in stocks (petajoules),-9
100,Bulgaria,2015,Changes in stocks (petajoules),6
100,Bulgaria,2019,Changes in stocks (petajoules),8
100,Bulgaria,2020,Changes in stocks (petajoules),-5
100,Bulgaria,2021,Changes in stocks (petajoules),-8
100,Bulgaria,1995,Total supply (petajoules),966
100,Bulgaria,2000,Total supply (petajoules),773
100,Bulgaria,2005,Total supply (petajoules),826
100,Bulgaria,2010,Total supply (petajoules),741
100,Bulgaria,2015,Total supply (petajoules),775
100,Bulgaria,2019,Total supply (petajoules),771
100,Bulgaria,2020,Total supply (petajoules),732
100,Bulgaria,2021,Total supply (petajoules),793
100,Bulgaria,1995,Supply per capita (gigajoules),114
100,Bulgaria,2000,Supply per capita (gigajoules),95
