Region/Country/Area,,Year,Series,Value
40,Austria,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.4
40,Austria,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
40,Austria,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",99.3
40,Austria,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",99.7
40,Austria,2015,"Safely managed drinking water sources, total (Proportion of population with access)",98.9
40,Austria,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
40,Austria,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",99.3
40,Austria,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",99.7
40,Austria,2022,"Safely managed drinking water sources, total (Proportion of population with access)",98.9
40,Austria,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",100
40,Austria,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",99.3
40,Austria,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",99.7
31,Azerbaijan,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",90.7
31,Azerbaijan,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",58
31,Azerbaijan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",65
31,Azerbaijan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",48.7
31,Azerbaijan,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",59.7
31,Azerbaijan,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",91.5
31,Azerbaijan,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",72.6
31,Azerbaijan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",67.9
31,Azerbaijan,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",56.5
31,Azerbaijan,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",68.4
31,Azerbaijan,2019,"Safely managed drinking water sources, urban (Proportion of population with access)",92.2
31,Azerbaijan,2019,"Safely managed drinking water sources, rural (Proportion of population with access)",77.5
31,Azerbaijan,2019,"Safely managed drinking water sources, total (Proportion of population with access)",70.2
31,Azerbaijan,2019,"Safely managed sanitation facilities, urban (Proportion of population with access)",59.3
31,Azerbaijan,2019,"Safely managed sanitation facilities, total (Proportion of population with access)",69
31,Azerbaijan,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",92.3
31,Azerbaijan,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",81.1
31,Azerbaijan,2022,"Safely managed drinking water sources, total (Proportion of population with access)",71.6
31,Azerbaijan,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",63
48,Bahrain,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.9
48,Bahrain,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",88.9
48,Bahrain,2015,"Safely managed drinking water sources, total (Proportion of population with access)",98.9
48,Bahrain,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",90.2
48,Bahrain,2022,"Safely managed drinking water sources, total (Proportion of population with access)",98.9
48,Bahrain,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",92.2
50,Bangladesh,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",42.4
50,Bangladesh,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",60.6
50,Bangladesh,2010,"Safely managed drinking water sources, total (Proportion of population with access)",55
50,Bangladesh,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",26.2
50,Bangladesh,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",14.7
50,Bangladesh,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",18.2
50,Bangladesh,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",47.1
50,Bangladesh,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",61.3
50,Bangladesh,2015,"Safely managed drinking water sources, total (Proportion of population with access)",56.4
50,Bangladesh,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",27.3
50,Bangladesh,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",20.3
50,Bangladesh,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",22.7
50,Bangladesh,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",54.2
50,Bangladesh,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",62.4
50,Bangladesh,2022,"Safely managed drinking water sources, total (Proportion of population with access)",59.1
50,Bangladesh,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",28.8
50,Bangladesh,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",32.4
50,Bangladesh,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",31
112,Belarus,2010,"Safely managed drinking water sources, total (Proportion of population with access)",89.6
112,Belarus,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",85.1
112,Belarus,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",62.8
112,Belarus,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",79.4
112,Belarus,2015,"Safely managed drinking water sources, total (Proportion of population with access)",92.5
112,Belarus,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",81.5
112,Belarus,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",55.5
112,Belarus,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",75.6
112,Belarus,2022,"Safely managed drinking water sources, total (Proportion of population with access)",93.1
112,Belarus,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",81.5
112,Belarus,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",48.7
112,Belarus,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",75
56,Belgium,2010,"Safely managed drinking water sources, total (Proportion of population with access)",99.6
56,Belgium,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",78.4
56,Belgium,2015,"Safely managed drinking water sources, total (Proportion of population with access)",99.7
56,Belgium,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",86.5
56,Belgium,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99.7
56,Belgium,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",94.9
204,Benin,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",2.9
204,Benin,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",1.1
204,Benin,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",1.9
204,Benin,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",3.3
204,Benin,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",1.4
204,Benin,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",2.2
204,Benin,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",3.6
204,Benin,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",1.8
204,Benin,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",2.7
64,Bhutan,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",40.9
64,Bhutan,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",18.6
64,Bhutan,2010,"Safely managed drinking water sources, total (Proportion of population with access)",26.3
64,Bhutan,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",47.3
64,Bhutan,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",45.6
64,Bhutan,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",46.2
64,Bhutan,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",44.9
64,Bhutan,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",49.1
64,Bhutan,2015,"Safely managed drinking water sources, total (Proportion of population with access)",47.5
64,Bhutan,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",43.5
64,Bhutan,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",51.2
64,Bhutan,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",48.2
64,Bhutan,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",58.9
64,Bhutan,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",84.6
64,Bhutan,2022,"Safely managed drinking water sources, total (Proportion of population with access)",73.3
64,Bhutan,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",41
64,Bhutan,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",57.9
64,Bhutan,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",50.5
535,"Bonaire, St. Eustatius & Saba",2010,"Safely managed drinking water sources, total (Proportion of population with access)",91.3
535,"Bonaire, St. Eustatius & Saba",2015,"Safely managed drinking water sources, total (Proportion of population with access)",95.3
535,"Bonaire, St. Eustatius & Saba",2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
70,Bosnia and Herzegovina,2010,"Safely managed drinking water sources, total (Proportion of population with access)",88.5
70,Bosnia and Herzegovina,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",8
70,Bosnia and Herzegovina,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",29.2
70,Bosnia and Herzegovina,2015,"Safely managed drinking water sources, total (Proportion of population with access)",88.8
70,Bosnia and Herzegovina,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",28.2
70,Bosnia and Herzegovina,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",44.3
70,Bosnia and Herzegovina,2018,"Safely managed drinking water sources, total (Proportion of population with access)",88.9
70,Bosnia and Herzegovina,2018,"Safely managed sanitation facilities, urban (Proportion of population with access)",42.6
70,Bosnia and Herzegovina,2018,"Safely managed sanitation facilities, total (Proportion of population with access)",54.6
70,Bosnia and Herzegovina,2022,"Safely managed drinking water sources, total (Proportion of population with access)",87
70,Bosnia and Herzegovina,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",58.1
72,Botswana,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",80.2
72,Botswana,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",76.2
72,Botswana,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",72.9
76,Brazil,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",83.4
76,Brazil,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",55.8
76,Brazil,2010,"Safely managed drinking water sources, total (Proportion of population with access)",79.1
76,Brazil,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",42.2
76,Brazil,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",39.9
76,Brazil,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",85.2
76,Brazil,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",62.8
76,Brazil,2015,"Safely managed drinking water sources, total (Proportion of population with access)",82
76,Brazil,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",46.1
76,Brazil,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",43.9
76,Brazil,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",88.9
76,Brazil,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",76
76,Brazil,2022,"Safely managed drinking water sources, total (Proportion of population with access)",87.3
76,Brazil,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",51.4
76,Brazil,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",49.6
100,Bulgaria,2010,"Safely managed drinking water sources, total (Proportion of population with access)",94.9
100,Bulgaria,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",64.6
100,Bulgaria,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",50.1
100,Bulgaria,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",60.6
100,Bulgaria,2015,"Safely managed drinking water sources, total (Proportion of population with access)",96.8
100,Bulgaria,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",69.6
100,Bulgaria,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",55.7
100,Bulgaria,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",66
100,Bulgaria,2022,"Safely managed drinking water sources, total (Proportion of population with access)",95.7
100,Bulgaria,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",77.2
100,Bulgaria,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",61.4
100,Bulgaria,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",73.5
854,Burkina Faso,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",13.2
854,Burkina Faso,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",4.4
854,Burkina Faso,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",6.6
854,Burkina Faso,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",12.6
854,Burkina Faso,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",6.2
854,Burkina Faso,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",8
854,Burkina Faso,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",12.1
854,Burkina Faso,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",8.6
854,Burkina Faso,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",9.7
116,Cambodia,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",51.1
116,Cambodia,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",14.6
116,Cambodia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",22
116,Cambodia,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",35.5
116,Cambodia,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",15.4
116,Cambodia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",19.5
116,Cambodia,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",53.8
116,Cambodia,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",16.7
116,Cambodia,2015,"Safely managed drinking water sources, total (Proportion of population with access)",24.9
116,Cambodia,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",39
116,Cambodia,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",22.4
116,Cambodia,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",26.1
116,Cambodia,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",57.5
116,Cambodia,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",19.6
116,Cambodia,2022,"Safely managed drinking water sources, total (Proportion of population with access)",29.1
116,Cambodia,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",44.7
116,Cambodia,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",34.1
116,Cambodia,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",36.7
124,Canada,2010,"Safely managed drinking water sources, total (Proportion of population with access)",98.5
124,Canada,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",80.8
124,Canada,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",80.1
124,Canada,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",80.7
124,Canada,2015,"Safely managed drinking water sources, total (Proportion of population with access)",98.8
124,Canada,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",82.7
124,Canada,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",82
124,Canada,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",82.6
124,Canada,2022,"Safely managed drinking water sources, total (Proportion of population with access)",99
124,Canada,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",84
124,Canada,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",83.5
124,Canada,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",83.9
140,Central African Republic,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",14.2
140,Central African Republic,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",2.8
140,Central African Republic,2010,"Safely managed drinking water sources, total (Proportion of population with access)",7.3
140,Central African Republic,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",31.5
140,Central African Republic,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",8
140,Central African Republic,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",17.2
140,Central African Republic,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",12.8
140,Central African Republic,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",2.6
140,Central African Republic,2015,"Safely managed drinking water sources, total (Proportion of population with access)",6.7
140,Central African Republic,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",27.7
140,Central African Republic,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",7
140,Central African Republic,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",15.3
140,Central African Republic,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",11.3
140,Central African Republic,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",2.2
140,Central African Republic,2022,"Safely managed drinking water sources, total (Proportion of population with access)",6.1
140,Central African Republic,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",23.4
140,Central African Republic,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",5.7
140,Central African Republic,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",13.3
148,Chad,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",16.2
148,Chad,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",2.9
148,Chad,2010,"Safely managed drinking water sources, total (Proportion of population with access)",5.8
148,Chad,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",23
148,Chad,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",5.2
148,Chad,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",9.2
148,Chad,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",16.8
148,Chad,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",2.8
148,Chad,2015,"Safely managed drinking water sources, total (Proportion of population with access)",6
148,Chad,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",26.9
148,Chad,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",4.8
148,Chad,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",9.8
148,Chad,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",17.6
148,Chad,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",2.7
148,Chad,2022,"Safely managed drinking water sources, total (Proportion of population with access)",6.2
148,Chad,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",32
148,Chad,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",4.2
148,Chad,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",10.9
830,Channel Islands,2010,"Safely managed drinking water sources, total (Proportion of population with access)",92
830,Channel Islands,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",90
830,Channel Islands,2015,"Safely managed drinking water sources, total (Proportion of population with access)",92
830,Channel Islands,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",90
830,Channel Islands,2017,"Safely managed drinking water sources, total (Proportion of population with access)",92
830,Channel Islands,2017,"Safely managed sanitation facilities, total (Proportion of population with access)",90
152,Chile,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",99
152,Chile,2010,"Safely managed drinking water sources, total (Proportion of population with access)",96.4
152,Chile,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",85.9
152,Chile,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",82.4
152,Chile,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",99.3
152,Chile,2015,"Safely managed drinking water sources, total (Proportion of population with access)",98.4
152,Chile,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",97.2
152,Chile,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",93.4
152,Chile,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",99.4
152,Chile,2022,"Safely managed drinking water sources, total (Proportion of population with access)",98.8
152,Chile,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",99.2
152,Chile,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",95.3
156,China,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",89.7
156,China,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",53.4
156,China,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",15.3
156,China,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",34
156,China,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",93.8
156,China,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",69.8
156,China,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",24
156,China,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",49.4
156,China,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",97.9
156,China,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",84.7
156,China,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",36.7
156,China,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",67.2
344,"China, Hong Kong SAR",2010,"Safely managed drinking water sources, urban (Proportion of population with access)",99.4
344,"China, Hong Kong SAR",2010,"Safely managed drinking water sources, total (Proportion of population with access)",99.4
344,"China, Hong Kong SAR",2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",75.1
344,"China, Hong Kong SAR",2010,"Safely managed sanitation facilities, total (Proportion of population with access)",75.1
344,"China, Hong Kong SAR",2015,"Safely managed drinking water sources, urban (Proportion of population with access)",100
344,"China, Hong Kong SAR",2015,"Safely managed drinking water sources, total (Proportion of population with access)",100
344,"China, Hong Kong SAR",2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",80.2
344,"China, Hong Kong SAR",2015,"Safely managed sanitation facilities, total (Proportion of population with access)",80.2
344,"China, Hong Kong SAR",2022,"Safely managed drinking water sources, urban (Proportion of population with access)",100
344,"China, Hong Kong SAR",2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
344,"China, Hong Kong SAR",2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",96.5
344,"China, Hong Kong SAR",2022,"Safely managed sanitation facilities, total (Proportion of population with access)",96.5
446,"China, Macao SAR",2010,"Safely managed drinking water sources, urban (Proportion of population with access)",100
446,"China, Macao SAR",2010,"Safely managed drinking water sources, total (Proportion of population with access)",100
446,"China, Macao SAR",2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",56
446,"China, Macao SAR",2010,"Safely managed sanitation facilities, total (Proportion of population with access)",56
446,"China, Macao SAR",2015,"Safely managed drinking water sources, urban (Proportion of population with access)",100
446,"China, Macao SAR",2015,"Safely managed drinking water sources, total (Proportion of population with access)",100
446,"China, Macao SAR",2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",61.1
446,"China, Macao SAR",2015,"Safely managed sanitation facilities, total (Proportion of population with access)",61.1
446,"China, Macao SAR",2022,"Safely managed drinking water sources, urban (Proportion of population with access)",100
446,"China, Macao SAR",2022,"Safely managed drinking water sources, total (Proportion of population with access)",100
446,"China, Macao SAR",2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",68.1
446,"China, Macao SAR",2022,"Safely managed sanitation facilities, total (Proportion of population with access)",68.1
170,Colombia,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",81.1
170,Colombia,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",36.9
170,Colombia,2010,"Safely managed drinking water sources, total (Proportion of population with access)",71.4
170,Colombia,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",15.4
170,Colombia,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",16.8
170,Colombia,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",81.2
170,Colombia,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",38.3
170,Colombia,2015,"Safely managed drinking water sources, total (Proportion of population with access)",72.5
170,Colombia,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",16
170,Colombia,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",17.5
170,Colombia,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",81.2
170,Colombia,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",40.2
170,Colombia,2022,"Safely managed drinking water sources, total (Proportion of population with access)",73.9
170,Colombia,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",16.8
170,Colombia,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",18.4
178,Congo,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",55.4
178,Congo,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",12.4
178,Congo,2010,"Safely managed drinking water sources, total (Proportion of population with access)",39.6
178,Congo,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",58.5
178,Congo,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",17
178,Congo,2015,"Safely managed drinking water sources, total (Proportion of population with access)",44.2
178,Congo,2021,"Safely managed drinking water sources, urban (Proportion of population with access)",58.6
178,Congo,2021,"Safely managed drinking water sources, rural (Proportion of population with access)",19.1
178,Congo,2021,"Safely managed drinking water sources, total (Proportion of population with access)",46.1
188,Costa Rica,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",80.2
188,Costa Rica,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",76.9
188,Costa Rica,2010,"Safely managed drinking water sources, total (Proportion of population with access)",79.2
188,Costa Rica,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",19.3
188,Costa Rica,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",34.6
188,Costa Rica,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",23.6
188,Costa Rica,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",80.3
188,Costa Rica,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",79.6
188,Costa Rica,2015,"Safely managed drinking water sources, total (Proportion of population with access)",80.1
188,Costa Rica,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",21
188,Costa Rica,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",35
188,Costa Rica,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",24.2
188,Costa Rica,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",80.4
188,Costa Rica,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",81.1
188,Costa Rica,2022,"Safely managed drinking water sources, total (Proportion of population with access)",80.5
188,Costa Rica,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",23.1
188,Costa Rica,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",35.6
188,Costa Rica,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",25.4
384,Côte d’Ivoire,2010,"Safely managed drinking water sources, urban (Proportion of population with access)",35.5
384,Côte d’Ivoire,2010,"Safely managed drinking water sources, rural (Proportion of population with access)",14.8
384,Côte d’Ivoire,2010,"Safely managed drinking water sources, total (Proportion of population with access)",24.6
384,Côte d’Ivoire,2010,"Safely managed sanitation facilities, urban (Proportion of population with access)",18.1
384,Côte d’Ivoire,2010,"Safely managed sanitation facilities, rural (Proportion of population with access)",8.4
384,Côte d’Ivoire,2010,"Safely managed sanitation facilities, total (Proportion of population with access)",13
384,Côte d’Ivoire,2015,"Safely managed drinking water sources, urban (Proportion of population with access)",46
384,Côte d’Ivoire,2015,"Safely managed drinking water sources, rural (Proportion of population with access)",24.3
384,Côte d’Ivoire,2015,"Safely managed drinking water sources, total (Proportion of population with access)",35
384,Côte d’Ivoire,2015,"Safely managed sanitation facilities, urban (Proportion of population with access)",19
384,Côte d’Ivoire,2015,"Safely managed sanitation facilities, rural (Proportion of population with access)",10.8
384,Côte d’Ivoire,2015,"Safely managed sanitation facilities, total (Proportion of population with access)",14.8
384,Côte d’Ivoire,2022,"Safely managed drinking water sources, urban (Proportion of population with access)",58.8
384,Côte d’Ivoire,2022,"Safely managed drinking water sources, rural (Proportion of population with access)",27.3
384,Côte d’Ivoire,2022,"Safely managed drinking water sources, total (Proportion of population with access)",43.9
384,Côte d’Ivoire,2022,"Safely managed sanitation facilities, urban (Proportion of population with access)",20.1
384,Côte d’Ivoire,2022,"Safely managed sanitation facilities, rural (Proportion of population with access)",14.1
384,Côte d’Ivoire,2022,"Safely managed sanitation facilities, total (Proportion of population with access)",17.2
191,Croatia,2007,"Safely managed drinking water sources, urban (Proportion of population with access)",96.6
191,Croatia,2007,"Safely managed drinking water sources, rural (Proportion of population with access)",72
191,Croatia,2007,"Safely managed drinking water sources, total (Proportion of population with access)",85.4
191,Croatia,2007,"Safely managed sanitation facilities, urban (Proportion of population with access)",88.6
