Region/Country/Area,,Year,Series,Value
155,Western Europe,2020,Life expectancy at birth for males (years),79
155,Western Europe,2020,Life expectancy at birth for females (years),84
155,Western Europe,2024,Population annual rate of increase (percent),0
155,Western Europe,2024,Total fertility rate (children per women),1.5
155,Western Europe,2024,"Under five mortality rate for both sexes (per 1,000 live births)",3.6
155,Western Europe,2024,Life expectancy at birth for both sexes (years),82.4
155,Western Europe,2024,Life expectancy at birth for males (years),80
155,Western Europe,2024,Life expectancy at birth for females (years),84.7
9,Oceania,2010,Population annual rate of increase (percent),1.7
9,Oceania,2010,Total fertility rate (children per women),2.5
9,Oceania,2010,"Under five mortality rate for both sexes (per 1,000 live births)",25.5
9,Oceania,2010,"Maternal mortality ratio (deaths per 100,000 population)",114
9,Oceania,2010,Life expectancy at birth for both sexes (years),77.2
9,Oceania,2010,Life expectancy at birth for males (years),74.8
9,Oceania,2010,Life expectancy at birth for females (years),79.7
9,Oceania,2015,Population annual rate of increase (percent),1.7
9,Oceania,2015,Total fertility rate (children per women),2.4
9,Oceania,2015,"Under five mortality rate for both sexes (per 1,000 live births)",22.9
9,Oceania,2015,"Maternal mortality ratio (deaths per 100,000 population)",88
9,Oceania,2015,Life expectancy at birth for both sexes (years),77.9
9,Oceania,2015,Life expectancy at birth for males (years),75.5
9,Oceania,2015,Life expectancy at birth for females (years),80.4
9,Oceania,2020,Population annual rate of increase (percent),1.1
9,Oceania,2020,Total fertility rate (children per women),2.1
9,Oceania,2020,"Under five mortality rate for both sexes (per 1,000 live births)",20.7
9,Oceania,2020,"Maternal mortality ratio (deaths per 100,000 population)",83
9,Oceania,2020,Life expectancy at birth for both sexes (years),78.8
9,Oceania,2020,Life expectancy at birth for males (years),76.4
9,Oceania,2020,Life expectancy at birth for females (years),81.5
9,Oceania,2024,Population annual rate of increase (percent),1.1
9,Oceania,2024,Total fertility rate (children per women),2.1
9,Oceania,2024,"Under five mortality rate for both sexes (per 1,000 live births)",18.2
9,Oceania,2024,Life expectancy at birth for both sexes (years),79.3
9,Oceania,2024,Life expectancy at birth for males (years),77.1
9,Oceania,2024,Life expectancy at birth for females (years),81.6
53,Australia and New Zealand,2010,Population annual rate of increase (percent),1.4
53,Australia and New Zealand,2010,Total fertility rate (children per women),2
53,Australia and New Zealand,2010,"Under five mortality rate for both sexes (per 1,000 live births)",5.1
53,Australia and New Zealand,2010,"Maternal mortality ratio (deaths per 100,000 population)",6
53,Australia and New Zealand,2010,Life expectancy at birth for both sexes (years),81.9
53,Australia and New Zealand,2010,Life expectancy at birth for males (years),79.7
53,Australia and New Zealand,2010,Life expectancy at birth for females (years),84
53,Australia and New Zealand,2015,Population annual rate of increase (percent),1.6
53,Australia and New Zealand,2015,Total fertility rate (children per women),1.8
53,Australia and New Zealand,2015,"Under five mortality rate for both sexes (per 1,000 live births)",4
53,Australia and New Zealand,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
53,Australia and New Zealand,2015,Life expectancy at birth for both sexes (years),82.4
53,Australia and New Zealand,2015,Life expectancy at birth for males (years),80.5
53,Australia and New Zealand,2015,Life expectancy at birth for females (years),84.4
53,Australia and New Zealand,2020,Population annual rate of increase (percent),0.8
53,Australia and New Zealand,2020,Total fertility rate (children per women),1.6
53,Australia and New Zealand,2020,"Under five mortality rate for both sexes (per 1,000 live births)",3.7
53,Australia and New Zealand,2020,"Maternal mortality ratio (deaths per 100,000 population)",4
53,Australia and New Zealand,2020,Life expectancy at birth for both sexes (years),83.5
53,Australia and New Zealand,2020,Life expectancy at birth for males (years),81.5
53,Australia and New Zealand,2020,Life expectancy at birth for females (years),85.5
53,Australia and New Zealand,2024,Population annual rate of increase (percent),0.9
53,Australia and New Zealand,2024,Total fertility rate (children per women),1.6
53,Australia and New Zealand,2024,"Under five mortality rate for both sexes (per 1,000 live births)",3.4
53,Australia and New Zealand,2024,Life expectancy at birth for both sexes (years),83.8
53,Australia and New Zealand,2024,Life expectancy at birth for males (years),82
53,Australia and New Zealand,2024,Life expectancy at birth for females (years),85.5
54,Melanesia,2010,Population annual rate of increase (percent),2.7
54,Melanesia,2010,Total fertility rate (children per women),3.7
54,Melanesia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",52.3
54,Melanesia,2010,"Maternal mortality ratio (deaths per 100,000 population)",256
54,Melanesia,2010,Life expectancy at birth for both sexes (years),64.2
54,Melanesia,2010,Life expectancy at birth for males (years),62.2
54,Melanesia,2010,Life expectancy at birth for females (years),66.6
54,Melanesia,2015,Population annual rate of increase (percent),2.3
54,Melanesia,2015,Total fertility rate (children per women),3.5
54,Melanesia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",46.2
54,Melanesia,2015,"Maternal mortality ratio (deaths per 100,000 population)",190
54,Melanesia,2015,Life expectancy at birth for both sexes (years),65.3
54,Melanesia,2015,Life expectancy at birth for males (years),63
54,Melanesia,2015,Life expectancy at birth for females (years),68.3
54,Melanesia,2020,Population annual rate of increase (percent),1.9
54,Melanesia,2020,Total fertility rate (children per women),3.2
54,Melanesia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",40.4
54,Melanesia,2020,"Maternal mortality ratio (deaths per 100,000 population)",176
54,Melanesia,2020,Life expectancy at birth for both sexes (years),65.9
54,Melanesia,2020,Life expectancy at birth for males (years),63.4
54,Melanesia,2020,Life expectancy at birth for females (years),69
54,Melanesia,2024,Population annual rate of increase (percent),1.7
54,Melanesia,2024,Total fertility rate (children per women),3
54,Melanesia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",35.6
54,Melanesia,2024,Life expectancy at birth for both sexes (years),67
54,Melanesia,2024,Life expectancy at birth for males (years),64.7
54,Melanesia,2024,Life expectancy at birth for females (years),69.8
57,Micronesia,2010,Population annual rate of increase (percent),0.3
57,Micronesia,2010,Total fertility rate (children per women),3.3
57,Micronesia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",32.6
57,Micronesia,2010,"Maternal mortality ratio (deaths per 100,000 population)",92
57,Micronesia,2010,Life expectancy at birth for both sexes (years),70
57,Micronesia,2010,Life expectancy at birth for males (years),67.5
57,Micronesia,2010,Life expectancy at birth for females (years),72.7
57,Micronesia,2015,Population annual rate of increase (percent),-0.1
57,Micronesia,2015,Total fertility rate (children per women),3.1
57,Micronesia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",32.3
57,Micronesia,2015,"Maternal mortality ratio (deaths per 100,000 population)",103
57,Micronesia,2015,Life expectancy at birth for both sexes (years),70.4
57,Micronesia,2015,Life expectancy at birth for males (years),67.8
57,Micronesia,2015,Life expectancy at birth for females (years),73.1
57,Micronesia,2020,Population annual rate of increase (percent),0.7
57,Micronesia,2020,Total fertility rate (children per women),2.9
57,Micronesia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",31.4
57,Micronesia,2020,"Maternal mortality ratio (deaths per 100,000 population)",80
57,Micronesia,2020,Life expectancy at birth for both sexes (years),70
57,Micronesia,2020,Life expectancy at birth for males (years),67.1
57,Micronesia,2020,Life expectancy at birth for females (years),73.2
57,Micronesia,2024,Population annual rate of increase (percent),0.3
57,Micronesia,2024,Total fertility rate (children per women),2.8
57,Micronesia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",29.1
57,Micronesia,2024,Life expectancy at birth for both sexes (years),71.6
57,Micronesia,2024,Life expectancy at birth for males (years),68.8
57,Micronesia,2024,Life expectancy at birth for females (years),74.6
61,Polynesia,2010,Population annual rate of increase (percent),0.5
61,Polynesia,2010,Total fertility rate (children per women),3.1
61,Polynesia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",14.2
61,Polynesia,2010,"Maternal mortality ratio (deaths per 100,000 population)",77
61,Polynesia,2010,Life expectancy at birth for both sexes (years),75.2
61,Polynesia,2010,Life expectancy at birth for males (years),72.7
61,Polynesia,2010,Life expectancy at birth for females (years),78
61,Polynesia,2015,Population annual rate of increase (percent),0.2
61,Polynesia,2015,Total fertility rate (children per women),2.9
61,Polynesia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",13.6
61,Polynesia,2015,"Maternal mortality ratio (deaths per 100,000 population)",73
61,Polynesia,2015,Life expectancy at birth for both sexes (years),75.8
61,Polynesia,2015,Life expectancy at birth for males (years),73.4
61,Polynesia,2015,Life expectancy at birth for females (years),78.4
61,Polynesia,2020,Population annual rate of increase (percent),0.3
61,Polynesia,2020,Total fertility rate (children per women),2.6
61,Polynesia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",13.1
61,Polynesia,2020,"Maternal mortality ratio (deaths per 100,000 population)",82
61,Polynesia,2020,Life expectancy at birth for both sexes (years),76
61,Polynesia,2020,Life expectancy at birth for males (years),73.6
61,Polynesia,2020,Life expectancy at birth for females (years),78.7
61,Polynesia,2024,Population annual rate of increase (percent),0
61,Polynesia,2024,Total fertility rate (children per women),2.5
61,Polynesia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",11.6
61,Polynesia,2024,Life expectancy at birth for both sexes (years),77.4
61,Polynesia,2024,Life expectancy at birth for males (years),75.1
61,Polynesia,2024,Life expectancy at birth for females (years),79.8
4,Afghanistan,2010,Population annual rate of increase (percent),2.7
4,Afghanistan,2010,Total fertility rate (children per women),6.2
4,Afghanistan,2010,"Under five mortality rate for both sexes (per 1,000 live births)",90.2
4,Afghanistan,2010,"Maternal mortality ratio (deaths per 100,000 population)",899
4,Afghanistan,2010,Life expectancy at birth for both sexes (years),60.7
4,Afghanistan,2010,Life expectancy at birth for males (years),59.1
4,Afghanistan,2010,Life expectancy at birth for females (years),62.3
4,Afghanistan,2015,Population annual rate of increase (percent),2.3
4,Afghanistan,2015,Total fertility rate (children per women),5.7
4,Afghanistan,2015,"Under five mortality rate for both sexes (per 1,000 live births)",76.5
4,Afghanistan,2015,"Maternal mortality ratio (deaths per 100,000 population)",776
4,Afghanistan,2015,Life expectancy at birth for both sexes (years),62.3
4,Afghanistan,2015,Life expectancy at birth for males (years),60.4
4,Afghanistan,2015,Life expectancy at birth for females (years),64.2
4,Afghanistan,2020,Population annual rate of increase (percent),3.3
4,Afghanistan,2020,Total fertility rate (children per women),5.1
4,Afghanistan,2020,"Under five mortality rate for both sexes (per 1,000 live births)",62.9
4,Afghanistan,2020,"Maternal mortality ratio (deaths per 100,000 population)",620
4,Afghanistan,2020,Life expectancy at birth for both sexes (years),61.5
4,Afghanistan,2020,Life expectancy at birth for males (years),58.5
4,Afghanistan,2020,Life expectancy at birth for females (years),64.7
4,Afghanistan,2024,Population annual rate of increase (percent),2.8
4,Afghanistan,2024,Total fertility rate (children per women),4.8
4,Afghanistan,2024,"Under five mortality rate for both sexes (per 1,000 live births)",54.5
4,Afghanistan,2024,Life expectancy at birth for both sexes (years),66.3
4,Afghanistan,2024,Life expectancy at birth for males (years),64.7
4,Afghanistan,2024,Life expectancy at birth for females (years),67.8
8,Albania,2010,Population annual rate of increase (percent),-1.1
8,Albania,2010,Total fertility rate (children per women),1.7
8,Albania,2010,"Under five mortality rate for both sexes (per 1,000 live births)",13.4
8,Albania,2010,"Maternal mortality ratio (deaths per 100,000 population)",9
8,Albania,2010,Life expectancy at birth for both sexes (years),78.4
8,Albania,2010,Life expectancy at birth for males (years),75.8
8,Albania,2010,Life expectancy at birth for females (years),81.1
8,Albania,2015,Population annual rate of increase (percent),-0.2
8,Albania,2015,Total fertility rate (children per women),1.6
8,Albania,2015,"Under five mortality rate for both sexes (per 1,000 live births)",10.1
8,Albania,2015,"Maternal mortality ratio (deaths per 100,000 population)",7
8,Albania,2015,Life expectancy at birth for both sexes (years),78.4
8,Albania,2015,Life expectancy at birth for males (years),76.3
8,Albania,2015,Life expectancy at birth for females (years),80.5
8,Albania,2020,Population annual rate of increase (percent),-0.4
8,Albania,2020,Total fertility rate (children per women),1.4
8,Albania,2020,"Under five mortality rate for both sexes (per 1,000 live births)",9.4
8,Albania,2020,"Maternal mortality ratio (deaths per 100,000 population)",8
8,Albania,2020,Life expectancy at birth for both sexes (years),77.8
8,Albania,2020,Life expectancy at birth for males (years),75.4
8,Albania,2020,Life expectancy at birth for females (years),80.3
8,Albania,2024,Population annual rate of increase (percent),-0.7
8,Albania,2024,Total fertility rate (children per women),1.3
8,Albania,2024,"Under five mortality rate for both sexes (per 1,000 live births)",8.3
8,Albania,2024,Life expectancy at birth for both sexes (years),79.8
8,Albania,2024,Life expectancy at birth for males (years),77.9
8,Albania,2024,Life expectancy at birth for females (years),81.6
12,Algeria,2010,Population annual rate of increase (percent),2
12,Algeria,2010,Total fertility rate (children per women),2.9
12,Algeria,2010,"Under five mortality rate for both sexes (per 1,000 live births)",28.1
12,Algeria,2010,"Maternal mortality ratio (deaths per 100,000 population)",112
12,Algeria,2010,Life expectancy at birth for both sexes (years),74.1
12,Algeria,2010,Life expectancy at birth for males (years),73
12,Algeria,2010,Life expectancy at birth for females (years),75.3
12,Algeria,2015,Population annual rate of increase (percent),2
12,Algeria,2015,Total fertility rate (children per women),3.1
12,Algeria,2015,"Under five mortality rate for both sexes (per 1,000 live births)",25.3
12,Algeria,2015,"Maternal mortality ratio (deaths per 100,000 population)",89
12,Algeria,2015,Life expectancy at birth for both sexes (years),75.2
12,Algeria,2015,Life expectancy at birth for males (years),74
12,Algeria,2015,Life expectancy at birth for females (years),76.4
12,Algeria,2020,Population annual rate of increase (percent),1.6
12,Algeria,2020,Total fertility rate (children per women),2.9
12,Algeria,2020,"Under five mortality rate for both sexes (per 1,000 live births)",22.8
12,Algeria,2020,"Maternal mortality ratio (deaths per 100,000 population)",78
12,Algeria,2020,Life expectancy at birth for both sexes (years),73.3
12,Algeria,2020,Life expectancy at birth for males (years),71.7
12,Algeria,2020,Life expectancy at birth for females (years),74.9
12,Algeria,2024,Population annual rate of increase (percent),1.4
12,Algeria,2024,Total fertility rate (children per women),2.7
12,Algeria,2024,"Under five mortality rate for both sexes (per 1,000 live births)",20.5
12,Algeria,2024,Life expectancy at birth for both sexes (years),76.5
12,Algeria,2024,Life expectancy at birth for males (years),75.1
12,Algeria,2024,Life expectancy at birth for females (years),77.9
16,American Samoa,2010,Population annual rate of increase (percent),-0.5
16,American Samoa,2010,Total fertility rate (children per women),3.3
16,American Samoa,2010,"Under five mortality rate for both sexes (per 1,000 live births)",11.1
16,American Samoa,2010,Life expectancy at birth for both sexes (years),72.6
16,American Samoa,2010,Life expectancy at birth for males (years),70.2
16,American Samoa,2010,Life expectancy at birth for females (years),75.2
16,American Samoa,2015,Population annual rate of increase (percent),-1.2
16,American Samoa,2015,Total fertility rate (children per women),2.8
16,American Samoa,2015,"Under five mortality rate for both sexes (per 1,000 live births)",11
16,American Samoa,2015,Life expectancy at birth for both sexes (years),72.7
16,American Samoa,2015,Life expectancy at birth for males (years),70.3
16,American Samoa,2015,Life expectancy at birth for females (years),75.3
16,American Samoa,2024,Population annual rate of increase (percent),-1.6
16,American Samoa,2024,Total fertility rate (children per women),2.3
16,American Samoa,2024,"Under five mortality rate for both sexes (per 1,000 live births)",10.4
16,American Samoa,2024,Life expectancy at birth for both sexes (years),73
16,American Samoa,2024,Life expectancy at birth for males (years),70.3
16,American Samoa,2024,Life expectancy at birth for females (years),76
20,Andorra,2010,Population annual rate of increase (percent),-7.2
20,Andorra,2010,Total fertility rate (children per women),1.3
20,Andorra,2010,"Under five mortality rate for both sexes (per 1,000 live births)",5.9
20,Andorra,2010,Life expectancy at birth for both sexes (years),84.2
20,Andorra,2010,Life expectancy at birth for males (years),82.1
20,Andorra,2010,Life expectancy at birth for females (years),86.7
20,Andorra,2015,Population annual rate of increase (percent),-2.2
20,Andorra,2015,Total fertility rate (children per women),1.2
20,Andorra,2015,"Under five mortality rate for both sexes (per 1,000 live births)",5.8
20,Andorra,2015,Life expectancy at birth for both sexes (years),84.5
20,Andorra,2015,Life expectancy at birth for males (years),82.6
20,Andorra,2015,Life expectancy at birth for females (years),86.6
20,Andorra,2024,Population annual rate of increase (percent),1.3
20,Andorra,2024,Total fertility rate (children per women),1.1
20,Andorra,2024,"Under five mortality rate for both sexes (per 1,000 live births)",6
20,Andorra,2024,Life expectancy at birth for both sexes (years),84.2
20,Andorra,2024,Life expectancy at birth for males (years),82.3
20,Andorra,2024,Life expectancy at birth for females (years),86.2
24,Angola,2010,Population annual rate of increase (percent),3.9
24,Angola,2010,Total fertility rate (children per women),6.2
24,Angola,2010,"Under five mortality rate for both sexes (per 1,000 live births)",119.5
24,Angola,2010,"Maternal mortality ratio (deaths per 100,000 population)",367
24,Angola,2010,Life expectancy at birth for both sexes (years),57.2
24,Angola,2010,Life expectancy at birth for males (years),55.3
24,Angola,2010,Life expectancy at birth for females (years),59.2
24,Angola,2015,Population annual rate of increase (percent),3.6
24,Angola,2015,Total fertility rate (children per women),5.8
24,Angola,2015,"Under five mortality rate for both sexes (per 1,000 live births)",88.6
24,Angola,2015,"Maternal mortality ratio (deaths per 100,000 population)",274
24,Angola,2015,Life expectancy at birth for both sexes (years),61
24,Angola,2015,Life expectancy at birth for males (years),58.7
24,Angola,2015,Life expectancy at birth for females (years),63.4
24,Angola,2020,Population annual rate of increase (percent),3.2
24,Angola,2020,Total fertility rate (children per women),5.4
24,Angola,2020,"Under five mortality rate for both sexes (per 1,000 live births)",71.6
24,Angola,2020,"Maternal mortality ratio (deaths per 100,000 population)",222
24,Angola,2020,Life expectancy at birth for both sexes (years),63.1
24,Angola,2020,Life expectancy at birth for males (years),60.5
24,Angola,2020,Life expectancy at birth for females (years),65.8
24,Angola,2024,Population annual rate of increase (percent),3
24,Angola,2024,Total fertility rate (children per women),5
24,Angola,2024,"Under five mortality rate for both sexes (per 1,000 live births)",63.1
24,Angola,2024,Life expectancy at birth for both sexes (years),64.8
24,Angola,2024,Life expectancy at birth for males (years),62.3
24,Angola,2024,Life expectancy at birth for females (years),67.3
660,Anguilla,2010,Population annual rate of increase (percent),1.8
660,Anguilla,2010,Total fertility rate (children per women),1.6
660,Anguilla,2010,"Under five mortality rate for both sexes (per 1,000 live births)",8.6
660,Anguilla,2010,Life expectancy at birth for both sexes (years),77.2
660,Anguilla,2010,Life expectancy at birth for males (years),73.7
660,Anguilla,2010,Life expectancy at birth for females (years),81
660,Anguilla,2015,Population annual rate of increase (percent),2.5
660,Anguilla,2015,Total fertility rate (children per women),1.4
660,Anguilla,2015,"Under five mortality rate for both sexes (per 1,000 live births)",7.4
660,Anguilla,2015,Life expectancy at birth for both sexes (years),77.7
660,Anguilla,2015,Life expectancy at birth for males (years),74.2
660,Anguilla,2015,Life expectancy at birth for females (years),81.7
660,Anguilla,2024,Population annual rate of increase (percent),1
660,Anguilla,2024,Total fertility rate (children per women),1.4
660,Anguilla,2024,"Under five mortality rate for both sexes (per 1,000 live births)",5.5
660,Anguilla,2024,Life expectancy at birth for both sexes (years),79.5
660,Anguilla,2024,Life expectancy at birth for males (years),76.2
660,Anguilla,2024,Life expectancy at birth for females (years),82.8
28,Antigua and Barbuda,2010,Population annual rate of increase (percent),1.2
28,Antigua and Barbuda,2010,Total fertility rate (children per women),1.8
28,Antigua and Barbuda,2010,"Under five mortality rate for both sexes (per 1,000 live births)",11.9
28,Antigua and Barbuda,2010,"Maternal mortality ratio (deaths per 100,000 population)",31
28,Antigua and Barbuda,2010,Life expectancy at birth for both sexes (years),76.7
28,Antigua and Barbuda,2010,Life expectancy at birth for males (years),73.3
28,Antigua and Barbuda,2010,Life expectancy at birth for females (years),79.9
28,Antigua and Barbuda,2015,Population annual rate of increase (percent),0.7
28,Antigua and Barbuda,2015,Total fertility rate (children per women),1.6
28,Antigua and Barbuda,2015,"Under five mortality rate for both sexes (per 1,000 live births)",10.9
28,Antigua and Barbuda,2015,"Maternal mortality ratio (deaths per 100,000 population)",27
28,Antigua and Barbuda,2015,Life expectancy at birth for both sexes (years),76.9
28,Antigua and Barbuda,2015,Life expectancy at birth for males (years),73.5
28,Antigua and Barbuda,2015,Life expectancy at birth for females (years),80
28,Antigua and Barbuda,2020,Population annual rate of increase (percent),0.6
28,Antigua and Barbuda,2020,Total fertility rate (children per women),1.6
28,Antigua and Barbuda,2020,"Under five mortality rate for both sexes (per 1,000 live births)",10.1
28,Antigua and Barbuda,2020,"Maternal mortality ratio (deaths per 100,000 population)",21
28,Antigua and Barbuda,2020,Life expectancy at birth for both sexes (years),77.2
28,Antigua and Barbuda,2020,Life expectancy at birth for males (years),74.2
28,Antigua and Barbuda,2020,Life expectancy at birth for females (years),79.8
28,Antigua and Barbuda,2024,Population annual rate of increase (percent),0.5
28,Antigua and Barbuda,2024,Total fertility rate (children per women),1.6
28,Antigua and Barbuda,2024,"Under five mortality rate for both sexes (per 1,000 live births)",9.2
28,Antigua and Barbuda,2024,Life expectancy at birth for both sexes (years),77.8
28,Antigua and Barbuda,2024,Life expectancy at birth for males (years),74.7
28,Antigua and Barbuda,2024,Life expectancy at birth for females (years),80.4
32,Argentina,2010,Population annual rate of increase (percent),1.1
32,Argentina,2010,Total fertility rate (children per women),2.4
32,Argentina,2010,"Under five mortality rate for both sexes (per 1,000 live births)",15.2
32,Argentina,2010,"Maternal mortality ratio (deaths per 100,000 population)",55
32,Argentina,2010,Life expectancy at birth for both sexes (years),75.7
32,Argentina,2010,Life expectancy at birth for males (years),72.5
32,Argentina,2010,Life expectancy at birth for females (years),78.7
32,Argentina,2015,Population annual rate of increase (percent),1
32,Argentina,2015,Total fertility rate (children per women),2.3
32,Argentina,2015,"Under five mortality rate for both sexes (per 1,000 live births)",12.9
32,Argentina,2015,"Maternal mortality ratio (deaths per 100,000 population)",39
32,Argentina,2015,Life expectancy at birth for both sexes (years),76.6
32,Argentina,2015,Life expectancy at birth for males (years),73.4
32,Argentina,2015,Life expectancy at birth for females (years),79.8
32,Argentina,2020,Population annual rate of increase (percent),0.3
32,Argentina,2020,Total fertility rate (children per women),1.6
32,Argentina,2020,"Under five mortality rate for both sexes (per 1,000 live births)",11.2
32,Argentina,2020,"Maternal mortality ratio (deaths per 100,000 population)",45
32,Argentina,2020,Life expectancy at birth for both sexes (years),75.9
32,Argentina,2020,Life expectancy at birth for males (years),73
32,Argentina,2020,Life expectancy at birth for females (years),78.8
32,Argentina,2024,Population annual rate of increase (percent),0.3
32,Argentina,2024,Total fertility rate (children per women),1.5
32,Argentina,2024,"Under five mortality rate for both sexes (per 1,000 live births)",10.2
32,Argentina,2024,Life expectancy at birth for both sexes (years),77.5
32,Argentina,2024,Life expectancy at birth for males (years),75
32,Argentina,2024,Life expectancy at birth for females (years),80
51,Armenia,2010,Population annual rate of increase (percent),-0.5
51,Armenia,2010,Total fertility rate (children per women),1.6
51,Armenia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",18.6
51,Armenia,2010,"Maternal mortality ratio (deaths per 100,000 population)",33
51,Armenia,2010,Life expectancy at birth for both sexes (years),72.9
51,Armenia,2010,Life expectancy at birth for males (years),68.8
51,Armenia,2010,Life expectancy at birth for females (years),76.7
51,Armenia,2015,Population annual rate of increase (percent),-0.1
51,Armenia,2015,Total fertility rate (children per women),1.6
51,Armenia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",14.6
51,Armenia,2015,"Maternal mortality ratio (deaths per 100,000 population)",25
51,Armenia,2015,Life expectancy at birth for both sexes (years),74.2
51,Armenia,2015,Life expectancy at birth for males (years),70.1
51,Armenia,2015,Life expectancy at birth for females (years),77.9
51,Armenia,2020,Population annual rate of increase (percent),-0.7
51,Armenia,2020,Total fertility rate (children per women),1.6
51,Armenia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",11.4
51,Armenia,2020,"Maternal mortality ratio (deaths per 100,000 population)",27
51,Armenia,2020,Life expectancy at birth for both sexes (years),68.9
51,Armenia,2020,Life expectancy at birth for males (years),61.9
51,Armenia,2020,Life expectancy at birth for females (years),76.3
51,Armenia,2024,Population annual rate of increase (percent),-0.7
51,Armenia,2024,Total fertility rate (children per women),1.7
51,Armenia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",10.4
51,Armenia,2024,Life expectancy at birth for both sexes (years),75.8
51,Armenia,2024,Life expectancy at birth for males (years),71.6
51,Armenia,2024,Life expectancy at birth for females (years),79.6
533,Aruba,2010,Population annual rate of increase (percent),1
533,Aruba,2010,Total fertility rate (children per women),1.9
533,Aruba,2010,"Under five mortality rate for both sexes (per 1,000 live births)",18
533,Aruba,2010,Life expectancy at birth for both sexes (years),74.3
533,Aruba,2010,Life expectancy at birth for males (years),71
533,Aruba,2010,Life expectancy at birth for females (years),77.6
533,Aruba,2015,Population annual rate of increase (percent),0.8
533,Aruba,2015,Total fertility rate (children per women),1.9
533,Aruba,2015,"Under five mortality rate for both sexes (per 1,000 live births)",16.5
533,Aruba,2015,Life expectancy at birth for both sexes (years),75.4
533,Aruba,2015,Life expectancy at birth for males (years),72.5
533,Aruba,2015,Life expectancy at birth for females (years),78.1
533,Aruba,2024,Population annual rate of increase (percent),0.1
533,Aruba,2024,Total fertility rate (children per women),1.6
533,Aruba,2024,"Under five mortality rate for both sexes (per 1,000 live births)",13.3
533,Aruba,2024,Life expectancy at birth for both sexes (years),76.5
533,Aruba,2024,Life expectancy at birth for males (years),73.8
533,Aruba,2024,Life expectancy at birth for females (years),78.9
36,Australia,2010,Population annual rate of increase (percent),1.5
36,Australia,2010,Total fertility rate (children per women),1.9
36,Australia,2010,"Under five mortality rate for both sexes (per 1,000 live births)",4.8
36,Australia,2010,"Maternal mortality ratio (deaths per 100,000 population)",5
36,Australia,2010,Life expectancy at birth for both sexes (years),82
36,Australia,2010,Life expectancy at birth for males (years),79.8
36,Australia,2010,Life expectancy at birth for females (years),84.2
36,Australia,2015,Population annual rate of increase (percent),1.5
36,Australia,2015,Total fertility rate (children per women),1.8
36,Australia,2015,"Under five mortality rate for both sexes (per 1,000 live births)",3.8
36,Australia,2015,"Maternal mortality ratio (deaths per 100,000 population)",5
36,Australia,2015,Life expectancy at birth for both sexes (years),82.6
36,Australia,2015,Life expectancy at birth for males (years),80.6
36,Australia,2015,Life expectancy at birth for females (years),84.6
36,Australia,2020,Population annual rate of increase (percent),0.7
36,Australia,2020,Total fertility rate (children per women),1.6
36,Australia,2020,"Under five mortality rate for both sexes (per 1,000 live births)",3.6
36,Australia,2020,"Maternal mortality ratio (deaths per 100,000 population)",3
36,Australia,2020,Life expectancy at birth for both sexes (years),83.7
36,Australia,2020,Life expectancy at birth for males (years),81.6
36,Australia,2020,Life expectancy at birth for females (years),85.7
36,Australia,2024,Population annual rate of increase (percent),1
36,Australia,2024,Total fertility rate (children per women),1.6
36,Australia,2024,"Under five mortality rate for both sexes (per 1,000 live births)",3.2
36,Australia,2024,Life expectancy at birth for both sexes (years),84.1
36,Australia,2024,Life expectancy at birth for males (years),82.3
36,Australia,2024,Life expectancy at birth for females (years),85.8
40,Austria,2010,Population annual rate of increase (percent),0.3
40,Austria,2010,Total fertility rate (children per women),1.4
40,Austria,2010,"Under five mortality rate for both sexes (per 1,000 live births)",4.7
40,Austria,2010,"Maternal mortality ratio (deaths per 100,000 population)",6
40,Austria,2010,Life expectancy at birth for both sexes (years),80.5
40,Austria,2010,Life expectancy at birth for males (years),77.7
40,Austria,2010,Life expectancy at birth for females (years),83.1
40,Austria,2015,Population annual rate of increase (percent),1.3
40,Austria,2015,Total fertility rate (children per women),1.5
40,Austria,2015,"Under five mortality rate for both sexes (per 1,000 live births)",3.7
40,Austria,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
40,Austria,2015,Life expectancy at birth for both sexes (years),81.2
40,Austria,2015,Life expectancy at birth for males (years),78.6
40,Austria,2015,Life expectancy at birth for females (years),83.6
40,Austria,2020,Population annual rate of increase (percent),0.4
40,Austria,2020,Total fertility rate (children per women),1.4
40,Austria,2020,"Under five mortality rate for both sexes (per 1,000 live births)",3.7
40,Austria,2020,"Maternal mortality ratio (deaths per 100,000 population)",5
